id,part,problem,details,cylinders,engine
102947,RIVET,SHEARED,"BOTTOM HEAD OFF ON ENGINE BAFFLE, R/H SIDE, I/",,
102948,PUSH ROD TUBE,BENT,,,
102949,PUSH ROD TUBE,BENT,,,
102950,ROCKER COVER GASKET,LEAKING,,[2],
102961,ROCKER COVER GASKET,LEAKING,,[2],
102962,ENG BAFFLE,REQ,REWORK,,R
102963,INTAKE GASKETS,LEAKING,,"[2, 4]",L
102964,UPPER BAFFLE HOLE PLUGS,WORN,,,
102965,ROCKER COVER,LEAKING,,[1],
102966,,COMPRESSION,LOW,[1],
102967,,COMPRESSION,LOW,[1],
102968,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102969,BAFFLE,CRACKED,PAST STOP DRILL,[4],
102970,BAFFLE PLUG HOLE,REQUIRES,PATCH,[3],
102981,BAFFLE BUTTON PLUG,NEEDS,TO BE REPLACED,,L
102982,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
102983,BAFFLE SEAL,NEEDS,REPLACEMENT,,
102984,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",R
102985,INTAKE,LEAKING,,[2],
102986,ROCKER COVERS,LEAKING,,"[2, 3]",
102987,INTERCYLINDER BAFFLE CONNECTING ROD,BROKEN,,"[2, 4]",
102988,LOWER CLAMPS,LOOSE,ON R/H ENGINE #4 INTAKE,[4],R
102989,INTAKE,LEAKING,,[4],L
102990,ROCKER COVERS,LEAKING,,"[2, 3]",L
103001,UPPER COWLING,NEEDS,SMALL PIECE OF CHAFE TAPE,,
103002,UPPER ENG BAFFLING,WORN,SEAL SUPPORT,,L
103003,SPIRAL WRAP,MELTED,,"[2, 4]",
103004,#2 CYL ROCKER COVER,LEAKING,,[2],
103005,#3 CYL ROCKER COVER BOTTOM SCREW,NEEDS,SWAPPED W/ AFT BAFFLE,[3],
103006,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
103007,#3 CYL BAFFLING,MISSING,SPARK PLUG ACCESS PLUG,[3],
103008,#2 CYL BAFFLING,CRACK,,[2],
103009,FWD BAFFLE,LOOSE,,,R
103010,AFT BAFFLE,CRACKED,,[3],
103021,ENGINE,REQUIRES,TIME CHANGE,,
103022,INTAKE,LEAKING,,[2],
103023,,,"ON RUN UP, IDLE RPM WAS AT 720",,
103024,,,"ON RUN UP, IDLE RPM WAS AT 720",,
103025,ROCKER COVER GASKET,LEAKING,,[3],
103026,INTAKE GASKET,LEAKING,,[3],
103027,INTAKE GASKET,LEAKING,,[2],
103028,ROCKER COVER GASKET,LEAKING,,[2],
103029,INTAKE,LEAKING,,[4],
103030,ENGINE RPM,FLUCTUATE,200 - 250 RPM @ HOVER. RAN ROUGH,,
103041,CYL,COMPRESSION,LOW. AIR NOTED & OBSERVED OUT OF EXHAUST,[2],
103042,ROCKER COVERS,LEAKING,,"[2, 3]",
103043,ROCKER COVER,LEAKING,,[2],
103044,ENGINE,OVERSPEED,2750 - 2760 RPM FOR 3-4 SECONDS,,
103045,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
103046,INTAKE GASKET,LEAKING,,[4],
103047,SNIFFLER VALVE,DIRTY,,,
103048,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
103049,ROCKER GASKETS,LEAKING,,"[2, 3, 4]",
103050,INTAKE,LEAKING,,[2],
103061,INTAKE,LEAKING,,[2],
103062,INTAKE,LEAKING,,[3],
103063,INDUCTION TUBE GASKET,LEAKING,,[4],
103064,REAR BAFFLE SUPPORT BRACKET,LOOSE,,,R
103065,BOTTOM BAFFLE TIE DOWN,UNSECURED,FROM BAFFLE,,R
103066,FUEL TOP ENGINE BAFFLE SEAL,NEEDS,TO BE SECURED,,R
103067,INTAKE GASKET,LEAKING,,"[2, 3]",
103068,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
103069,CYL BAFFLE,CRACK,NOTED BY CYL HEAD SCREW PLATE,[1],
103070,INTAKE,LEAKING,,[4],
103081,BAFFLE SEAL,WORN,BY ENG INLET & EDGES,,
103082,OIL RETURN LINES,LEAKING,,"[1, 2, 3, 4]",
103083,INTAKE,LEAKING,,[3],
103084,ROCKER COVER,LEAKING,,[2],
103085,ROCKER GASKET,LEAKING,,[1],
103086,INTAKE GASKET,LEAKING,,[1],
103087,INTAKES,LEAKING,,"[2, 4]",
103088,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",
103089,ROCKER COVERS,MISSING,HARDWARE,"[2, 4]",
103090,CYL BAFFLE,CRACK,"ON INSIDE, BY SCREW PLATE",[1],
103101,INTAKES,LEAKING,,"[2, 3]",R
103102,INTAKES,LEAKING,,"[2, 3, 4]",L
103103,ROCKER COVERS,LEAKING,,"[4, 2, 3]",R
103104,INTAKE GASKET,LEAKING,,[2],
103105,,,,,
103106,FWD BAFFLE SEALS,WORN,SPOTS,,
103107,INTAKE GASKET,LEAKING,,[4],R
103108,INTAKES,LEAKING,,"[2, 4]",L
103109,ROCKER GASKET,LEAKING,,[4],R
103110,ROCKER COVER,LEAKING,,[4],L
103121,ENGINE,LEAK,ROUGH ENGINE W/ OIL LEAK,,
103122,INTAKE GASKETS,LEAKING,,"[3, 4]",
103123,ENGINE,,"NEAR IDLE, ENGINE WAS A LITTLE ROUGH. AT STOP FOR RUN UP, RP",,
103124,ENG BAFFLE SEAL,TORN,ABOVE VACUUM PUMP,,
103125,ENG PLUGS SAFETY WIRE,LOOSE,& CHAFING THROUGH,,
103126,ENG BAFFLE SEAL,TORN,ABOVE VACUUM PUMP,,
103127,SCREW,MISSING,AT #3 CYL BAFFLE,[3],
103128,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",L
103129,BAFFLE SEAL,CHAFED,ABOVE AIR FILTER BOX,,
103130,INTAKE TUBE GASKET,LEAKING,,[2],
103141,ENGINE BAFFLE PLUGS,WORN,,,
103142,ROCKER COVERS,LEAKING,,"[1, 2, 3]",
103143,INTAKE GASKET,LEAKING,,[3],
103144,LOWER INTERCYLINDER BAFFLE SPRING,,"ON R/H SIDE OF ENGINE, BRO",,R
103145,INTAKES,LEAKING,,"[1, 2]",
103146,INTAKE GASKETS,LEAKING,,"[1, 4]",
103147,INTAKE GASKET,LEAKING,,[2],
103148,ROCKER COVER GASKET,LEAKING,,[1],
103149,ROCKER DRAIN LINE,LOOSE,,[1],
103150,ROCKER COVER,LEAKING,,[2],
103161,ROCKER COVER GASKET,LEAKING,,[2],
103162,INTAKES,LEAKING,,"[2, 4]",
103163,ROCKER COVERS,LEAK,,"[3, 4]",
103164,ROCKER BOX COVER GASKET,LEAKING,,[1],
103165,PROPELLER FLANGE,RUN,,,
103166,INTAKE,LEAKING,,[1],LEFT
103167,BAFFLE BRACKET,SHEARED,OFF RIVETS,[3],
103168,BAFFLE BRACKET,SHEARED,OFF RIVETS,[3],
103169,LWR FWD ENG SEAL,WORN,IN AREA ABOVE ENG INLET,,
103170,,REMOVED,BY OFF SITE MAINTENANCE,"[3, 4]",
103181,EXHAUST VALVE,LEAKING,ZERO COMPRESSION,[1],
103182,INTAKE,LEAKS,,[2],
103183,BAFFLE BUTTONS,NEED,2 NEW,,
103184,SEAL,WEARING,LWR FWD ENG COWL,,
103185,INTAKE GASKET,LEAKING,,[2],
103186,INTAKE GASKET,LEAKING,,[1],
103187,OUTER BAFFLING,CRACKED,BY NUTPLATE,[1],
103188,INTAKE GASKETS,LEAKING,,"[2, 3]",
103189,BOTTOM BAFFLE,CHAFING,ON CYL FINS,[1],
103190,BOTTOM BAFFLE,CRACKED,CHAFING ON CYL FINS,[4],
103201,HOISTING LOOP,LEAK,OIL,,R
103202,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",R
103203,BAFFLE SEAL,LOOSE,,[1],R
103204,INTAKE GASKETS,LEAKING,,"[2, 4]",L
103205,ROCKER COVER GASKET,LEAKING,,"[1, 3, 4]",L
103206,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",R
103207,INTAKE GASKETS,LEAKING,,"[2, 4]",L
103208,HOISTING LOOP,LEAK,OIL,,R
103209,ROCKER COVER GASKET,LEAKING,,"[1, 3, 4]",L
103210,LOWER COWL SEAL,LOOSE,,,
103221,BAFFLE PLUGS,MISSING,TABS,,
103222,ROCKER COVER,LEAKING,,[4],L
103223,INTAKES,LEAKING,,"[2, 4]",L
103224,INTAKES,LEAKING,,"[2, 3, 4]",R
103225,INTAKE,LEAKING,,[4],
103226,BAFFLE TIE ROD,BROKEN,,,R
103227,ROCKER COVER GASKET,LEAKING,,[4],
103228,INTAKE GASKETS,LEAKING,,"[1, 4]",
103229,OUTER CYL BAFFLING,CRACKED,BY NUTPLATE,[1],
103230,INDUCTION TUBE GASKET,LEAKING,,[4],
103241,SPARK PLUG,,,[2],
103242,ENGINE BAFFLE,CRACKED,,[1],
103243,INTAKE GASKET,LEAKING,,[4],
103244,BAFFLE PLUG,DAMAGED,REQUIRES REPLACEMENT,,
103245,ROCKER COVER,LEAKING,,[4],
103246,PROP/ENGINE,OVERSPEED,,,
103247,INTAKE GASKETS,LEAKING,,"[1, 2, 3]",
103248,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
103249,INTAKE,LEAKING,,[2],
103250,INTAKE,LEAKING,,[2],
103261,ROCKER COVERS,LEAKING,(ALL 4),"[1, 3, 4, 2]",
103262,BAFFLE PLUGS,WORN,TABS ARE WORN OFF,,
103263,INTAKE,LEAKING,,[1],
103264,INTAKE GASKETS,LEAKING,,"[1, 2, 3, 4]",
103265,ROCKER COVER GASKETS,LEAKING,,"[1, 4]",
103266,INTAKES,LEAKING,,"[2, 3, 4]",L/H
103267,BAFFLE SEAL,LOOSE,FWD,,R/H
103268,ENGINE BAFFLE ATTACH BRACKET,LOOSE,REAR,,R/H
103269,INTAKE GASKET,LEAKING,,[2],
103270,BAFFLE SEALS,WORN,,"[3, 4]",
103281,INTAKE GASKETS,LEAKING,,"[2, 4]",L
103282,ROCKER COVERS,LEAKING,,"[3, 4]",L
103283,BAFFLE TIE ROD,RUBBING,ON OIL RETURN LINE CLAMP,,R
103284,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",L
103285,BACK BONE,SEEPING,OIL,,R
103286,ROCKER BOX COVERS,LEAKING,,"[2, 4]",R
103287,BAFFLE CONNECTION ROD,LOOSE,,"[1, 3]",L
103288,INTAKE,LEAKING,,"[3, 4]",
103289,BAFFLE PLUGS,WORN,,"[3, 4]",
103290,BAFFLE,REQUIRES,BAFFLE PLUG PATCH,,
103301,ROCKER GASKETS,LEAKING,,"[1, 4]",L
103302,BACK BONE,LEAKING,OIL IN MIDDLE,,L
103303,INTAKE GASKETS,LEAKING,,,L
103304,QUICK DRAIN,NEEDS,INSTALLATION,,L
103305,QUICK DRAIN,NEEDS,INSTALLATION,,R
103306,INTAKES,LEAKING,,"[1, 2, 4]",
103307,INTAKE GASKET,LEAKING,,[1],
103308,TYWRAP,BROKEN,ON STAND OFF,[2],
103309,BATTERY BOX BRACKET,CRACKED,,,
103310,SIMULATED OIL LEAK,ON,ENGINE,,
103321,WIRING,UNSUPPORTED,BETWEEN #2 - 4,,
103322,CHT,RED,X AT FULL POWER,[1],
103323,EGT,RED,X,[1],
103324,ROCKER COVER,LEAKING,,[1],
103325,CHT,RED,X AT FULL POWER,[1],
103326,INTAKE GASKETS,LEAKING,,"[1, 2, 4]",
103327,ENGINE,FAILED,ONCE ON RUN UP. ENGINE RAN ROUGH & ALMOST QUIT,,
103328,INTAKES,LEAKING,,"[2, 4]",R
103329,INTAKES,LEAKING,,"[1, 3]",L
103330,CYL INTAKE GASKETS,LEAKING,,"[3, 4]",
103341,INTAKE GASKET,LEAKING,,[2],
103342,BAFFLE,CRACKED,ABOVE,[1],
103343,INTAKE GASKET,LEAKING,,[2],
103344,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
103345,INTAKES,LEAKING,,"[1, 2, 4]",
103346,BAFFLE PLUG LOCK TAB,BROKEN,,,R
103347,INTAKE GASKET,LEAKING,,[4],
103348,INTAKE,LEAKING,,[3],
103349,SCREW,MISSING,BAFFLE,,R
103350,BAFFLE SEAL,WORN,ABOVE ENG AIR INTAKE,,
103361,BAFFLE,CRACKED,,,
103362,COWL SEAL,WORN,ABOVE AIR INTAKE,,
103363,BAFFLE,MISSING,BOLT,[4],R
103364,ROCKER COVER GASKET,LEAKING,,[4],
103365,INTAKE GASKETS,LEAKING,,"[1, 2]",
103366,INTAKE GASKET,LEAKING,,[3],R
103367,ROCKER COVER GASKET,LEAKING,,[3],
103368,ROCKER COVER,LEAKING,,[4],
103369,ROCKER COVER SCREWS,NEED,TIGHTENING,,
103370,BAFFLE TIE ROD,BROKEN,,,
103381,ENGINE BAFFLE,LOOSE,,,R
103382,INTAKE TUBE GASKET,LEAKING,,[2],
103383,BAFFLE SEAL,WEARING,INTO IT,,
103384,,NOT START,,,R
103385,ENGINE,NEEDS,TO BE PRESERVED,,
103386,ENGINE,NEEDS,TO BE PRESERVED,,
103387,ENGINE,NEEDS,TO BE PRESERVED,,
103388,ENGINE,NEEDS,TO BE PRESERVED,,
103389,ENGINE,NEEDS,TO BE PRESERVED,,
103390,ENGINE,NEEDS,TO BE PRESERVED,,
103401,BAFFLE,CRACKED,,[1],
103402,ROCKER COVER,LEAKING,,[4],
103403,INTAKES,LEAKING,,"[2, 4]",
103404,INTAKE GASKET,LEAKING,,[2],
103405,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
103406,BAFFLE CONNECTION ROD,BROKEN,,"[2, 4]",
103407,INTAKE GASKET,LEAKING,,[2],
103408,ENGINE BAFFLE SCREW,MISSING,,,R
103409,INDUCTION TUBE GASKET,LEAKING,,[4],
103410,ROCKER,LEAKING,,[3],
103421,ENG SEAL,WORN,,,
103422,BAFFLE SUPPORT BRACKET,MISSING,SCREW,[3],
103423,CYL BAFFLE FASTENER,BROKEN,,"[2, 4]",
103424,VALVE,STUCK,MOMENTARY,,
103425,VALVE,STUCK,MOMENTARY,,
103426,INTAKE,LOOSE,FEELS,[3],
103427,INTAKE,LEAKING,,[2],
103428,ROCKER COVER,LEAKING,,[3],
103429,INTAKE GASKET,LEAKING,,[4],
103430,INTAKE GASKET,LEAKS,,[4],
103441,ROCKER GASKET,LEAKING,,[1],L
103442,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",R
103443,INTAKE GASKETS,LEAKING,,"[3, 4]",L
103444,INTAKE GASKETS,LEAKING,,"[2, 4]",R
103445,AFT BAFFLE,WORN,,[3],
103446,,LEAKING,"OIL LEAKING AT CYLINDER BASE, LOWER AFT CORNER",[1],
103447,DUCT TAPE,,ON BACK OF OIL COOLER,,
103448,WRENCH,,ON TYRAP ON TOE OF ENGINE,,
103449,INTAKE,LEAKING,,[2],
103450,SEAL,WEARING,"AT FWD LWR BAFFLE, ABOVE INTAKE",,
103461,ENGINE,NEEDS,TO BE FOGGED,,
103462,ENGINE,NEEDS,TO BE FOGGED,,
103463,ENGINE,NEEDS,TO BE FOGGED,,
103464,INTAKE GASKET,LEAKING,,[4],L
103465,INTAKE,LEAKING,,[1],R
103466,ENGINE BAFFLE,CRACKED,AFT OF #3 CYL,[3],L
103467,INTAKE GASKET,LEAKING,,"[3, 4]",R
103468,ROCKER COVER GASKET,LEAKING,,[4],R
103469,,COMPRESSION,HAS LOW,[3],R
103470,INTAKE,LEAKING,,[2],
103481,BAFFLE PLUG,DAMAGED,,[3],
103482,IGNTION LEAD STAND OFF,BROKEN,,[3],
103483,ROCKER COVERS,LEAKING,,"[3, 4]",
103484,ROCKER COVERS,LEAKING,,"[3, 4]",
103485,INTAKE GASKET,TORN,,[2],
103486,ROCKER GASKETS,LEAKING,,"[1, 2]",
103487,AFT BAFFLE BRACKET RIVETS,PULLED,,[3],
103488,START ASSIST,NEEDED,,,
103489,INTAKE,LEAKING,,[3],
103490,BAFFLE HOLE/PLUG,WORN,,[4],
103501,INTAKE TUBE GASKET,LEAKING,,[3],L
103502,INTAKE,LEAKING,,[3],LEFT
103503,INTAKE GASKET,LEAKING,,[4],
103504,BAFFLE SEAL,HOLE,WORN IN IT,[1],
103505,ROCKER COVER,LEAKING,,[1],
103506,INTAKE GASKETS,LEAKING,,"[2, 3]",
103507,BAFFLE PLUGS,LOOSE,& BROKEN,,
103508,INTAKE,LEAKING,,[4],
103509,,MAG DROP,OF 300+ RPM W/ AGGRESSIVE SHAKING,,
103510,INTAKE,LEAK,,[2],
103521,INTAKE,LEAKING,,[4],
103522,INTAKE GASKET,LEAKING,,[4],L
103523,INTAKE GASKET,LEAKING,,[1],R
103524,INTAKE GASKET,LEAKING,,[1],
103525,ROCKER GASKETS,LEAKING,,"[2, 4]",
103526,INTAKES,LEAKING,,"[3, 4]",
103527,CYL,COMPRESSION,LOW (30/80),[1],
103528,CYL,COMPRESSION,LOW (30/80),[1],
103529,CYL,COMPRESSION,LOW (30/80),[1],
103530,CYL,COMPRESSION,LOW (30/80),[1],
103541,INTAKE GASKET,LEAKING,,[1],R
103542,INTAKE,LEAKING,,"[3, 4]",R
103543,ENGINE,QUIT,"AT IDLE, LOW RPM DURING TAXI, SMALL ADJUSTMENTS",,
103544,INTAKES,LEAKING,,"[2, 3]",L
103545,ROCKER COVERS,LEAKING,,"[1, 3]",R
103546,INTAKE,LEAKING,,[4],R
103547,ROCKER COVERS,LEAKING,,"[1, 3]",R
103548,INTAKES,LEAKING,,"[2, 3]",L
103549,CYL,NO,COMPRESSION,[4],L
103550,CYL,NO,COMPRESSION,[4],L
103561,INTAKE GASKET,LEAKING,,[4],
103562,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
103563,SCREW,MISSING,OUTER CYLINDER BAFFLING,[1],
103564,SPIN BOLT,MISSING,AFT CRANKCASE NUT,,
103565,BAFFLE PLUG,LOOSE,TABS BROKEN,,R
103566,THROTTLE,RAN,AT IDLE ENGINE ROUGH,,
103567,MOUNTING SCREW,LOOSE,REAR BAFFLE,,R
103568,INDUCTION TUBE GASKET,LEAKING,,[1],
103569,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
103570,CRANKCASE,LEAKING,TOP OF ENGINE OIL THROUGH 2 MIDDLE THRO,,
103581,BLEED AIR LINE,CHAFING,,,L
103582,ACCESS PANEL SCREW,STRIPPED,,,L
103583,ENGINE,SMOKING,AFTER SHUT DOWN,,L
103584,INTAKE GASKETS,LEAKING,,"[1, 4]",
103585,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
103586,INTAKE GASKETS,LEAKING,,"[1, 2]",
103587,ENGINE,ROUGH,DURING TAXI,,R
103588,ROCKER GASKET,LEAKING,,[1],
103589,INTAKE GASKET,LEAKING,,[1],
103590,ROCKER COVER GASKET,LEAKING,,[1],
103601,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",L
103602,INTAKE GASKET,LEAKING,,[2],
103603,ROCKER COVER GASKET,LEAKING,,[3],
103604,INTAKE GASKET,LEAKING,,[2],
103605,INTAKE GASKET,LEAKING,,[4],L
103606,SIDE BAFFLE,MISSING,A BOLT,[4],L
103607,ROCKER COVER GASKET,LEAKING,,[4],R
103608,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",L
103609,ROCKER COVER GASKET,LEAKING,,[3],
103610,COWL SEAL,FELL_OFF,RIVET,[3],
103621,INTAKE GASKET,LEAKING,,[4],
103622,BAFFLE BRACKET,MISSING,SCREW,[3],
103623,COVER SCREW,BROKEN,ON GROUND,,
103624,ENGINE BAFFLE,CRACKED,,[2],L
103625,INTAKE GASKETS,LEAKING,,"[1, 2]",
103626,ROCKER GASKET,LEAKING,,[4],
103627,BAFFLE SEAL,NEEDS,TO BE SECURED,[2],
103628,BAFFLE,CRACKED,,[1],
103629,INTAKE GASKET,LEAKING,,[4],
103630,ENGINE,RUNNING,ROUGH AT IDLE. #2 CYL C,,
103641,ENGINE BAFFLE,CRACKED,,,L
103642,INTAKE GASKET,LEAKING,,[2],
103643,ROCKER COVER GASKET,LEAKING,,"[2, 4]",
103644,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL,,
103645,ROCKER COVER GASKET,LEAKING,,[2],
103646,INTAKE GASKET,LEAKING,,"[2, 4]",
103647,ROCKER COVER GASKET,LEAKING,,"[3, 4]",
103648,BAFFLE SPRING,BROKEN,,,R
103649,INTAKE GASKET,LEAKING,,[2],
103650,ROCKER COVER,LEAKING,,[1],
103661,INTAKE GASKET,LEAKING,,[2],
103662,INTAKE GASKET,LEAKING,,[2],
103663,ROCKER COVER GASKET,LEAKING,,[3],
103664,ROCKER COVER GASKET,LEAKING,,[3],
103665,AFT BAFFLE SCREW,LOOSE,BEHIND DIPSTICK TUBE,[3],
103666,FWD LWR ENG SEAL,WORN,ABOVE AIR INTAKE,,
103667,INTAKE,LEAKING,,[2],
103668,INTAKE GASKET,LEAKING,,[2],
103669,BAFFLE,LOOSE,,[2],L
103670,ROCKER GASKETS,LEAKING,,"[1, 2, 4]",
103681,ROCKER GASKET,LEAKING,,[2],
103682,ROCKER GASKET,LEAKING,,[1],
103683,INTERCOOLING BAFFLE WIRE,NEEDS,TO BE REPOSITI,"[2, 4]",
103684,INTAKE GASKETS,LEAKING,,"[3, 4]",R
103685,INTAKES,LEAKING,,"[2, 4]",L
103686,BAFFLE PLUG,OUT,,,
103687,DIPSTICK,SHORT,INSTALLED,,
103688,FWD LWR SEAL,WORN,AT AIR INTAKE,,
103689,ROCKER BOX COVER SCREWS,LOOSE,ALL,,L
103690,ROCKER COVER GASKET,LEAKING,,[1],L
103701,BAFFLE PLUGS,WORN,,,
103702,ENGINE BAFFLE SCREW,LOOSE,BEHIND OIL FILLER TUBE,,
103703,CABLE SHEATH,LOOSE,ON PILOTS SEAT,,
103704,SNIFFLER VALVES,DIRTY,,,
103705,BAFFLE SEAL RIVETS,LOOSE,,[3],
103706,TOP BOLT,LEAKING,ON ENGINE CASE,,
103707,INTAKE GASKET,LEAKING,,[4],
103708,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL,[1],
103709,INTAKE TUBE GASKET,LEAKING,,[2],
103710,SCREW,MISSING,ON CYL #3 BAFFLE,[3],
103721,INTAKE TUBE GASKET,LEAKING,,[3],
103722,INATKE GASKET,LEAKING,,[4],
103723,ROCKER COVER GASKET,LEAKING,,[1],
103724,BAFFLE SCREW,MISSING,BEHIND DIPSTICK,,
103725,OIL COOLER,TIMED OUT,,,
103726,RIVET,PULLED THROUGH,ENGINE BAFFLE SEAL ABOVE #2 CYL,,
103727,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
103728,FOD,,ON OIL COOLER,,
103729,FOD,,ON TOP OF ENGINE,,
103730,ROCKER COVER GASKET,LEAKING,,[2],
103741,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",R
103742,ROCKER COVER GASKETS,LEAKING,,"[1, 2, 4]",
103743,INTAKE GASKET,LEAKING,,[4],
103744,BAFFLE SEAL,LOOSE,,[1],
103745,ROCKER COVER GASKETS,LEAKING,,"[1, 2]",
103746,INTAKE,LEAKING,,[2],
103747,ROCKER COVERS,LEAKING,,"[2, 4]",
103748,INTAKE GASKET,LEAKING,,[2],
103749,ROCKER GASKETS,LEAKING,,"[3, 4]",
103750,BAFFLE TIE WIRE,BROKEN,,,L
103761,ENGINE BAFFLE SUPPORT,CRACKED,,,L
103762,INTAKES,LEAKING,,"[2, 4]",R
103763,,COMPRESSION,LOW,[1],R
103764,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",
103765,ROCKER COVER GASKET,LEAKING,,[4],
103766,ROCKER COVER GASKET,LEAKING,,[4],
103767,INTAKE,LEAKING,,[4],
103768,ROCKER COVERS,LEAKING,,"[1, 4]",L
103769,FIREWALLS,NEED,"TO BE SEALED, WHERE ENG CONTROL",,L
103770,BAFFLE TIE ROD,RUBBING,ON OIL RETURN LINE HO,,R
103781,INTAKE,LEAKING,,['#4'],
103782,GROMMET,DAMAGED,FOR OIL PRESSURE SWITCH WIRE HARNESS THROUGH,,
103783,ENGINE BAFFLE,CRACKED,TOP CORNER NEXT TO CYL,['#4'],L
103784,NACELLE,COLLECTING,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,,L
103785,NACELLE,COLLECTING,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,,L
103786,NACELLE,COLLECTING,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,,L
103787,START ASSIST,,,,L
103788,,OVERSPED,"DURING CRUISE, RPM OVERSPED, HIGHEST NUMBER SEEN WAS 2740. N",,
103789,,UNABLE,CREW WAS UNABLE TO START L/H ENGINE,,L
103790,START ASSIST,,,,L
103801,INTAKE GASKETS,LEAKING,,"[3, 4]",R
103802,INTAKE,LEAKING,,[3],L
103803,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",L
103804,INTAKES,LEAKING,,"[3, 4]",
103805,CRANKCASE,LEAK,"AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL",,
103806,CRANKCASE,LEAK,"AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL",,
103807,SCREW,MISSING,FROM #3 SIDE BAFFLE,[3],
103808,INTAKE TUBE GASKET,LEAKING,,[3],
103809,ROCKER BOX COVER,LEAKING,,[2],
103810,ENGINE BAFFLE,LOOSE,FWD ENGINE BAFFLE,[2],L
103821,ROCKER COVER,LOOSE,,,
103822,INTAKE GASKETS,LEAKING,,"[2, 4]",
103823,INTAKE,LEAKING,,"[2, 4]",
103824,INTAKES,LEAKING,,"[3, 4, 1]",
103825,ROCKER COVER,LEAKING,,[3],
103826,INTAKE GASKET,LEAKING,,[3],L
103827,INTAKE GASKET,LEAKING,,[2],R
103828,ENGINE BAFFLE,CRACK,ABOVE,[3],R
103829,COWL SEAL,UNSECURED,ABOVE,[4],L
103830,PRIMER LINE,CHAFING,ON INTAKE TUBE,[2],R
103841,BAFFLE,CRACKED,,[3],R
103842,INTAKE,LEAKING,,[3],R
103843,INTAKES,LEAKING,,"[2, 4]",L
103844,BAFFLE,CRACKED,,[3],R
103845,BAFFLE,RUBBIN,RIVETS,,
103846,BAFFLE SEAL,LOOSE,,[1],
103847,ROCKER COVER GASKET,LEAKING,,[4],
103848,BAFFLE SCREW,LOOSE,,[3],
103849,INTAKE GASKET,LEAKING,,[3],
103850,INTAKE GASKET,LEAKING,,[2],
103861,INDUCTION TUBE GASKET,LEAKING,,[4],
103862,ENG COWLING,LEAKING,FROM TOP,,R
103863,ENG COWLING,LEAKING,FROM TOP,,R
103864,BAFFLE SEAL RIVET,PULLED THRU,SIDE AFT,,R
103865,BAFFLE,CRACK,BY NUTPLATE,[1],
103866,INTAKE GASKETS,LEAKING,,"[3, 4]",
103867,ENGINE,SPUTTER,WHILE PERFORMING GO-AROUND @ D37 ON CLIMBOUT,,
103868,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
103869,SEAL,WORN,ABOVE AIR INTAKE,,
103870,INTAKE GASKET,LEAKING,,[4],L
103881,ENGINE BAFFLE SEAL,NEEDS,TO BE SECURED,[2],
103882,ROCKER COVER GASKETS,LEAKING,,"[1, 2, 3]",
103883,FWD LWR SEAL,WORN,ABOVE INTAKE FILTER HOUSING,,
103884,BAFFLE SCREW,MISSING,ABOVE STARTER,,
103885,BAFFLING,CRACKED,,[1],
103886,INTAKE GASKET,LEAKING,,[4],
103887,ROCKER COVER GASKET,LEAKING,,[4],
103888,BAFFLE,CRACK,EXTENDING BEYOND RIVET,[1],
103889,INTAKE,LEAKING,,[2],L/H
103890,CRANKCASE LIFTING EYEBOLT,LEAKING,OIL,,R/H
103901,YOKES,PLAY,EXCESSIVE FREE,,
103902,OIL COOLER,NEEDS,SEALANT REPLACED,,
