id,part,problem,rest,location
104435,INTAKE,LEAKING,, #4 L/H ENGINE
104436,INTAKE GASKET,LEAKING,,#2  
104437,INTAKE GASKET,LEAKING,,#4  
104438,INTAKE,LEAKING,,#4  
104439,INTAKE,LEAKING,,L/H ENG #4  
104440,INTAKE GASKET,LEAK,,R/H ENG #4 & 3  
104441,INTAKE GASKET,LEAK,,R/H ENG #4 & 3  
104442,INTAKE,LEAKING,,#2  L/H ENG
104443,INTAKE GASKET,LEAKING,,#4  L/H ENGINE
104444,INTAKE GASKET,LEAKING,,#4  R/H ENG
104445,INTAKE GASKET,LEAKING,,#3  R/H ENGINE
104446,ROCKER COVER GASKET,LEAKING,,#1  R/H ENG
104447,ROCKER COVER,LEAKING,,L/H ENG #3  
104448,INTAKE,LEAKING,,L/H ENG #2 & 3  
104449,ROCKER COVER DRAIN HOSE CLAMP,LEAKING,,L/H ENG ALL   
104450,ROCKER COVER,LEAKING,,R/H ENG #3  
104451,ROCKER COVER DRAIN HOSE CLAMP,LEAKING,,R/H ENG ALL   
104452,,COMPRESSION,LOW COMPRESSION (58/80),R/H ENG #3 CYL   
104453,FWD COOLING BAFFLE,LOOSE,UNDER ALT,  
104454,BAFFLE SEAL,LOOSE,,CYL #2  
104455,INTAKE,LEAKING,,#2 & 3  
104456,,,,
104457,BAFFLE BY ROCKER COVER,CRACKED,,L/H ENGINE   
104458,INTAKE GASKET,LEAKING,LEFT ENGINE,#4 & 3  
104459,,,,
104460,,,,
104461,ROCKER DRAIN LINE,LEAKING,AT HOSE CLAMPS,ALL   
104462,,,,
104463,INTAKE GASKET,LEAKING,,#3  R/H ENG
104464,INTAKE GASKET,LEAKING,,CYL #3  L/H ENG
104465,ROCKER COVER,LEAKING,,#4  
104466,OIL RETURN LINE,LEAKING,,"#1, 2, 4  "
104467,BAFFLE SCREW,MISSING,,R/H REAR ENGINE   
104468,ROCKER COVER GASKET,LEAKING,,#2  
104469,,,,
104470,ROCKER COVER,LEAKING,,#4  
104471,INTAKE,LEAKING,,"#1, 2, 4  "
104472,POSSIBLE CRANKSHAFT OIL SEAL,LEAKING,,  
104473,,,,
104474,,,,
104475,BAFFLE TIE ROD,BROKEN,,#3  
104476,INTAKE,LEAKING,,"#3, 4  "
104477,INTAKE GASKET,LEAKING,,#3  
104478,INTAKE GASKET,LEAKING,,CYL #3  
104479,INTAKE,LEAKING,,#4  L/H ENGINE
104480,ROCKER COVER,LEAKING,,#3  R/H ENGINE
104481,ROCKER COVER,LEAKING,,#1 & 3  
104482,INTAKE GASKET,LEAKING,,#2 & 4  
104483,CYL,FAILED,"@ .031""",#2  
104484,CYL,FAILED,"@ .032""",#3  
104485,CYL,FAILED,"@ .033""",#4  
104486,CYL,FAILED,"@ .033""",#4  
104487,VALVE GUIDE,FAILED,"@ .035""",#1 CYL   
104488,CYL,FAILED,"@ .031""",#2  
104489,CYL,FAILED,"@ .031""",#2  
104490,CYL,FAILED,"@ .032""",#3  
104491,CYL,FAILED,"@ .033""",#4  
104492,CYL,FAILED,"@ .032""",#3  
104493,VALVE GUIDE,FAILED,"@ .035""",#1 CYL   
104494,VALVE GUIDE,FAILED,"@ .035""",#1 CYL   
104495,INTAKE GASKET,LEAKING,,#2  
104496,BAFFLE PLUG,BROKEN,,R/H   
104497,,,,
104498,INTAKE TUBE GASKET,LEAK,,R/H ENGINE #2 & 4  
104499,INTAKE TUBE GASKET,LEAKING,,L/H ENG #2  
104500,ROCKER COVER GASKET,LEAKING,,#2  
104501,,,,
104502,BAFFLING,CRACKED,, #3 CYL  
104503,,,,
104504,SNIFFLER VALVE,DIRTY,,  
104505,BAFFLE PLUG,MISSING,,L/H   
104506,FWD INLET SCREEN ON SERVO,NEEDS,TO BE CLEANED,  
104507,INTAKE GASKET,LEAKING,,#4  R/H ENGINE
104508,ENGINE BAFFLE,CRACKED,AT OIL COOLER,"L/H ENGINE,   "
104509,ENGINE BAFFLE,CRACKED,AT OIL COOLER,"R/H ENGINE,   "
104510,,,,
104511,INTAKE,LEAKING,,#1  
104512,FWD BAFFLE,CRACKED,,#1  
104513,SIDE BAFFLE SEAL,LOOSE,,#2  
104514,INTAKE GASKET,LEAKING,,#4  
104515,INTAKE,LEAKING,,#2 & 1  
104516,INTAKE,LEAKS,,#4  
104517,,,,
104518,INTAKE GASKET,LEAKING,,#4  
104519,INTAKE GASKET,LEAKING,,"#1, 3  "
104520,SCREW FOR BAFFLE BEHIND OIL DIPSTICK TUBE,LOOSE,,  
104521,FWD BAFFLE,CRACKED,,CYL #1  
104522,INTAKE GASKET,LEAKING,,#3  R/H ENGINE
104523,INTAKE GASKET,LEAKING,,"#3, 4  L/H ENGINE"
104524,INTAKE,LEAKING,,ALL 4  
104525,INTAKE GASKET,LEAKING,,#2  
104526,INTAKE,LEAKING,,"#2, 3 R/H ENGINE  "
104527,ROCKER GASKET,LEAKS,,#3  R/H ENG
104528,,,,
104529,INTAKE TUBE GASKET,LEAKING,,"L/H ENG #2, 3 & 4  "
104530,INTAKE TUBE GASKET,LEAKING,,R/H ENG #2 & 3  
104531,ROCKER COVER SCREW,MISSING,,  
104532,HARDWARE,MISSING,BAFFLE,  #3
104533,SIDE BAFFLE,CRACKED,,#1 & 3  
104534,DEFLECTOR,CRACKED,,#2 & 4 CYL   
104535,,,,
104536,ENGINE BAFFLING FELT SEAL,DAMAGED,& ABRASION BUFFER PAD,ALL   
104537,ROCKER COVER,LEAKING,,#2 & 4  
104538,ROCKER GASKET,LEAKING,,"#2, 3, 4  "
104539,INTAKE,LEAKING,, 2 & 3 L/H ENGINE
104540,ROCKER COVER,LEAKING,,#1  L/H ENGINE
104541,INTAKE,LEAKING,,#3 & 4  R/H ENGINE
104542,,,,
104543,,,,
104544,,,,
104545,,,,
104546,START ASSIST,NEED,ED,  
104547,INTAKE GASKET,LEAKING,,#3  
104548,INTAKE,LEAKING,,#1  
104549,ROCKER GASKET,LEAKING,,#3  
104550,INTAKE,LEAKING,,#2  
104551,INTAKE GASKET,LEAKING,,"L/H ENG #2, 3, 4  "
104552,INTAKE GASKET,LEAKING,,R/H ENGINE ALL 4  
104553,,,,
104554,,,,
104555,INTAKE,LEAKING,,#2  
104556,ROCKER COVER,LEAKING,, 1 & 3 
104557,INTAKE,LEAKING,,#2  
104558,ROCKER COVER,LEAKS,,#4  
104559,INTAKE GASKET,LEAKING,,#2  
104560,SIDE BAFFLE SEAL,LOOSE,,#2  
104561,INTAKE,LEAKING,,#4  
104562,INTAKE GASKET,LEAKING,,#3  R/H ENGINE
104563,ROCKER COVER GASKET,LEAKING,,#1  R/H ENGINE
104564,INTAKE,LEAKING,LEFT ENGINE,"2, 3, 4  "
104565,BAFFLE TIE ROD,BROKEN,,2  
104566,EXHAUST VALVE,FAILED,"(EX CLEARANCE .033"")",#1 CYL   
104567,EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")",#2 CYL   
104568,EXHAUST VALVE,FAILED,"(EX CLEARNACE .034"")",#3 CYL   
104569,EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")",#2 CYL   
104570,EXHAUST VALVE,FAILED,"(EX CLEARNACE .033"")",#4 CYL   
104571,EXHAUST VALVE,FAILED,"(EX CLEARANCE .033"")",#1 CYL   
104572,EXHAUST VALVE,FAILED,"(EX CLEARANCE .033"")",#1 CYL   
104573,EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")",#2 CYL   
104574,EXHAUST VALVE,FAILED,"(EX CLEARNACE .034"")",#3 CYL   
104575,EXHAUST VALVE,FAILED,"(EX CLEARNACE .033"")",#4 CYL   
104576,INTAKE,LEAKING,,#4  
104577,ROCKER GASKET,LEAKING,,#4  
104578,INTAKE GASKET,LEAKING,,#4  
104579,ROCKER COVER,LEAKING,,#3  
104580,INTAKE GASKET,LEAKING,,#2  
104581,INTAKE TUBE GASKET,LEAKING,,#2  
104582,LOWER INTAKE CLAMP,LOOSE,,#2  
104583,INTAKE,LEAKING,,#4  
104584,SCREW,MISSING,BACK OF #3 BAFFLE,  
104585,,,,
104586,BAFFLE PLUG,NEEDS,TO BE REPLACED,R/H   
104587,INTAKE TUBE GASKET,LEAKING,,#3  
104588,INTAKE,LEAKING,,#2  
104589,ENGINE,DIRTY,,  
104590,,,,
104591,,,,
104592,REAR BAFFLE MOUNTING BRACKET,CRACKED,,#3  
104593,ROCKER COVER,LEAKING,,#2 & 3  
104594,INTAKE GASKET,LEAKING,,"L/H ENG #3, 4  "
104595,,,,
104596,INTAKE GASKET,LEAKING,,#1  
104597,SNIFFLER VALVE,DIRTY,,  
104598,,,,
104599,,,,
104600,BAFFLE SEAL,NEEDS,TO BE SECURED, #1 CYL  
104601,INTAKE GASKET,LEAKING,,#1  
104602,INTAKE GASKET,LEAKING,,#4  
104603,,,,
104604,,,,
104605,,,,
104606,INTAKE TUBE GASKET,LEAKING,,#2  
104607,INTAKE GASKET,LEAKING,,#2  
104608,ROCKER GASKET,LEAKING,,#2 CYL   
104609,FWD ENGINE BAFFLE BOLT,NEEDS,TO BE SAFETIED,R/H   
104610,,,,
104611,,,,
104612,,,,
104613,,,,
104614,,,,
104615,INTAKE,LEAKING,,#2  
104616,ROCKER COVER,LEAKING,,#1  
104617,INTAKE GASKET,LEAKING,,#2 & 3  
104618,INTAKE GASKET,LEAKING,,CYL #2  
104619,PISTON PIN,DAMAGED,DURING REMOVAL,"#3, 4  "
104620,,,,
104621,,,,
104622,,,,
104623,,,,
104624,,,,
104625,,,,
104626,,,,
104627,,,,
104628,INTAKE,LEAKING,,#2 & 3  
104629,INTAKE,LEAKING,,#4  
104630,,COMPRESSION,NO COMPRESSION,R/H ENG #3 CYL   
104631,,COMPRESSION,NO COMPRESSION,R/H ENG #3 CYL   
104632,INTAKE GASKET,LEAKING,(R/H ENG),"#1, 2 & 4  "
104633,,COMPRESSION,NO COMPRESSION,R/H ENG #3 CYL   
104634,,COMPRESSION,NO COMPRESSION,R/H ENG #3 CYL   
104635,,,,
104636,,,,
104637,,,,
104638,,,,
104639,INTAKE,LEAKING,,#2 & 3  L/H ENG
104640,INTAKE TUBE,CRACKED,,R/H ENG #4  
104641,INTAKE,LEAKING,," 2, 3 & 4 R/H ENGINE"
104642,ENGINE BAFFLE PLUG,WORN,,  
104643,INTAKE,LEAKING,,#2 & 4  
104644,INTAKE GASKET,LEAKING,,#4  
104645,ROCKER COVER GASKET,LEAKING,,#2  
104646,ROCKER COVER,LEAKING,,ALL   
104647,,,,
104648,,,,
104649,,,,
104650,INTAKE GASKET,LEAKING,,"#2, 4  "
104651,BAFFLE MOUNT,LOOSE,,R/H REAR ENGINE   
104652,BOLT,LEAKING,TOP OF CASE HALVES,  
104653,BOLT,LEAKING,TOP OF CASE HALVES,  
104654,INTAKE,LEAKING,, 3 & 4 R/H ENGINE
104655,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
104656,INTAKE GASKET,LEAKING,,#4 & 2  
104657,ROCKER COVER GASKET,LEAKING,,#4  
104658,,,,
104659,ROCKER COVER GASKET,LEAKING,,#3  
104660,UPPER OIL LINE TO OIL COOLER ADEL CLAMP,BROKEN,,  
104661,,,,
104662,SNIFFLER VALVE,NEED,TO BE CLEANED,  
104663,INTAKE GASKET,LEAKING,,#2 & 4 CYLINDER   
104664,BAFFLE COVER CAM LOCK,NEEDS,TO BE FIXED,R/H ENGINE   
104665,INTAKE,LEAKS,,#4  R/H ENG
104666,NLG DOWN LOCK AFT TRUNNION BOLT,LOOSE,,  R/H
104667,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
104668,SNIFFLER VALVE,DIRTY,,  
104669,INTAKE,LEAKING,,#3  R/H ENGINE
104670,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
104671,,,,
104672,FRONT BAFFLE SEAL,TORN,,  
104673,ENG,FAILED,TIMES AFTER COMING TO A STOP AFTER LANDING,L/H   3
104674,BAFFLE INSP HOLE,WORN,,R/H REAR   
104675,INTAKE GASKET,LEAKING,,#3  
104676,INTAKE,LEAKS,,#4  
104677,,,,
104678,,,,
104679,INTAKE,LEAKING,,#2 & 4  L/H ENGINE
104680,,,,
104681,,OIL LEAK,LIFT BOLT,R/H ENGINE   
104682,MIXTURE,NEEDS,TO BE RESET,  
104683,,,,
104684,INTAKE,LEAKING,,#4  
104685,BOTH BAFFLE PLUG,DAMAGED,,  
104686,INTAKE GASKET,LEAKING,,#3  
104687,INTAKE TUBE GASKET,LEAKING,,"#1, 2 & 3  "
104688,BLACK SEAL FOR ENG,WORN,AT INTAKE,  
104689,EXHAUST VALVE,FAILED,,#1 CYL   
104690,EXHAUST VALVE,FAILED,,#4 CYL   
104691,EXHAUST VALVE,FAILED,,#1 CYL   
104692,EXHAUST VALVE,FAILED,,#1 CYL   
104693,EXHAUST VALVE,FAILED,,#4 CYL   
104694,EXHAUST VALVE,FAILED,,#4 CYL   
104695,INTAKE,LEAKING,,2 & 3  
104696,CYL,FAILED,,#4  
104697,CYL,FAILED,,#4  
104698,INTAKE,LEAKS,,#3 CYL  L/H ENG  
104699,,COMPRESSION,LOW COMPRESSION,L/H ENG #2 CYL   
104700,,COMPRESSION,LOW COMPRESSION,L/H ENG #2 CYL   
104701,,COMPRESSION,LOW COMPRESSION,L/H ENG #2 CYL   
104702,,COMPRESSION,LOW COMPRESSION,L/H ENG #2 CYL   
104703,,COMPRESSION,LOW COMPRESSION,L/H ENG #2 CYL   
104704,,COMPRESSION,LOW COMPRESSION,L/H ENG #2 CYL   
104705,INTAKE,LEAKING,,#2  
104706,INTAKE GASKET,LEAKING,,"#2, 3 & 4  "
104707,SCREW FOR ENG BAFFLE BEHIND OIL DIPSTICK TUBE,LOOSE,,  
104708,INTAKE,LEAKING,,#2  L/H ENGINE
104709,INTAKE,LEAKING,,#3 & 4  R/H ENGINE
104710,BAFFLE,MISSING,SCREW,#2 CYL   
104711,INTAKE GASKET,LEAKING,,#3 & 4  
104712,CYL,NEEDS,TO BE CHANGED (FAILED ),#4  
104713,CYL,NEEDS,TO BE CHANGED (FAILED ),#3  
104714,,,,
104715,,,,
104716,,,,
104717,CYL,NEEDS,TO BE CHANGED (FAILED ),#2  
104718,CYL,NEEDS,TO BE CHANGED (FAILED ),#4  
104719,CYL,NEEDS,TO BE CHANGED (FAILED ),#1  
104720,CYL,NEEDS,TO BE CHANGED (FAILED ),#2  
104721,CYL,NEEDS,TO BE CHANGED (FAILED ),#3  
104722,CYL,NEEDS,TO BE CHANGED (FAILED ),#4  
104723,CYL,NEEDS,TO BE CHANGED (FAILED ),#1  
104724,CYL,NEEDS,TO BE CHANGED (FAILED ),#1  
104725,CYL,NEEDS,TO BE CHANGED (FAILED ),#2  
104726,CYL,NEEDS,TO BE CHANGED (FAILED ),#3  
104727,CYL,NEEDS,TO BE CHANGED (FAILED ),#3  
104728,CYL,NEEDS,TO BE CHANGED (FAILED ),#4  
104729,,,,
104730,FWD BAFFLE SEAL,WORN,BY ENG INTAKE,  
104731,EVIDENCE OF,OIL LEAK,PILOT SIDE OF ENGINE,  
104732,BAFFLE TENSION CABLE,BROKEN,,"#1, 3 CYL   "
104733,INTAKE GASKET,LEAKING,,#4  
104734,INTAKE GASKET,LEAKING,,#3  
104735,BAFFLE TIE,BROKEN,,R/H   
104736,AFT BAFFLE ATTACH FITTING,CRACKED,,#3  
104737,SCROLL,NEEDS,TO BE CLEANED,  
104738,BAFFLE DEFLECTOR,CRACKED,,L/H ENGINE   
104739,BAFFLE,CRACKED,,L/H ENGINE   
104740,INTAKE TUBE,NEEDS,TO BE REPLACED,#1  
104741,INTAKE TUBE,NEEDS,TO BE REPLACED,#3  
104742,BAFFLE DEFLECTOR,CRACKED,,R/H ENGINE   
104743,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104744,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104745,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104746,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104747,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104748,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104749,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104750,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104751,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104752,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,  
104753,,,,
104754,,,,
104755,,,,
104756,INTAKE GASKET,LEAKING,,#1  
104757,INTAKE,LEAKING,,"#2, 3, 4  L/H ENGINE"
104758,INTAKE,LEAKING,,"#1, 2, 3 & 4  R/H ENGINE"
104759,INTAKE GASKET,LEAKING,,#3  
104760,,,,
104761,INTAKE GASKET,LEAKING,,#1 & 3  
104762,INTAKE GASKET,LEAKING,,#2 & 3  
104763,FWD ENG SEAL,NEEDS,RIVET,L/H   
104764,INTAKE GASKET,LEAKING,,#4  
104765,FWD BLACK BAFFLE SEAL,LOOSE,LWR SIDE,  R/H 
104766,INTAKE TUBE GASKET,LEAKING,,#2  
104767,INTAKE,LEAKING,,#4  
104768,,COMPRESSION,COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST,#4 CYL  
104769,,COMPRESSION,COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST,#4 CYL  
104770,,COMPRESSION,COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST,#4 CYL  
104771,,COMPRESSION,COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST,#4 CYL  
104772,,,,
104773,,,,
104774,INTAKE GASKET,LEAKING,,#2 & 4 CYLINDER   
104775,SIDE BAFFLE,MISSING,BOLT,#2 CYL   
104776,ROCKER GASKET,LEAKING,,#3  
104777,,,,
104778,,,,
104779,,,,
104780,,,,
104781,INTAKE TUBE GASKET,LEAKING,,#3  
104782,,,,
104783,INTAKE,LEAKING,,#3  R/H ENGINE
104784,BLACK SEAL FOR FWD BAFFLE,NEEDS,RTV,  
104785,,,,
104786,INTAKE,LEAK,,#1 & 3  
104787,INTAKE GASKET,LEAKING,,#1 & 2 CYL   
104788,ROCKER COVER GASKET,LEAKING,,#2 CYL   
104789,ROCKER COVER,LEAKING,,#2  
104790,,,,
104791,INTAKE,LEAKING,,#4 & 3  R/H ENGINE
104792,INTAKE GASKET,LEAKING,,"L/H ENGINE #3, 4  "
104793,,,,
104794,,,,
104795,BAFFLE PIECE,DAMAGED,,#4 CYL   
104796,,,,
104797,INTAKE GASKET,LEAKING,,#2 CYL   
104798,INTAKE GASKET,LEAKING,,"#1, 3  "
104799,ROCKER COVER GASKET,LEAKING,,"#3, 4  "
104800,BAFFLE SEAL STAPLE,LOOSE,BAFFLE SECTION,  #1 CYLINDER 
104801,,,,
104802,,,,
104803,INTAKE GASKET,LEAKING,,#2  
104804,INTAKE GASKET,LEAKING,,L/H ENG #4  
104805,ROCKER COVER GASKET,LEAKING,,#2 CYL   L/H ENGINE
104806,INTAKE GASKET,LEAKING,,"#2, 3, 4  L/H ENGINE"
104807,FWD BAFFLE SEAL,NEEDS,TO BE SECURED,L/H ENG #1 CYLINDER   
104808,INTAKE,LEAKING,,#4  
104809,ROCKER COVER,LEAKING,,#1  
104810,INTAKE GASKET,LEAKING,,#2  
104811,CYL,COMPRESSION,COMPRESSION 20/80; LEAKING OUT OF EXHAUST VA,"L/H ENG,  #2 "
104812,CYL,COMPRESSION,COMPRESSION 20/80; LEAKING OUT OF EXHAUST VA,"L/H ENG,  #2 "
104813,INTAKE,LEAKING,,#3  R/H ENGINE
104814,INTAKE,LEAKING,,"2, 3 & 4  L/H ENGINE"
104815,BRACKET SUPPORT FOR ENG OIL COOLER BAFFLE,CRACKED,,  
104816,,,,
104817,AFT BAFFLE,CRACKED,,CYL #4  
104818,SIIDE OF ENGINE CASE PLUG,LEAKING,OIL,L/H   
104819,SIIDE OF ENGINE CASE PLUG,LEAKING,OIL,L/H   
104820,INTAKE GASKET,LEAKING,,#2  
104821,INTAKE,LEAKING,,#2  
104822,,,,
104823,,,,
104824,INTAKE GASKET,LEAKING,,#2 & 4  
104825,,,,
104826,,,,
104827,,,,
104828,INTAKE GASKET,LEAKING,,"#3, 4  R/H ENGINE"
104829,,,,
104830,FWD BAFFLE PLUG,MISSING,,#3 CYL   
104831,,,,
104832,ROCKER COVER,LEAKING,,L/H ENGINE #3  
104833,ROCKER COVER,LEAKING,,R/H ENGINE #3  
104834,,,,
104835,,,,
104836,INTAKE,LEAKING,,#4  
104837,BAFFLE SPRING,BROKEN,BAFFLE CHAFING ON #3 OIL RETURN LI,R/H   
104838,INTAKE GASKET,LEAKING,,#1 & 2  
104839,INTAKE GASKET,LEAKING,,R/H ENG #4  
104840,INTAKE GASKET,LEAKING,,"L/H ENG #2, 1  "
104841,INTAKE,LEAKING,,#1 & 4  
104842,,,,
104843,,,,
104844,,,,
104845,,,,
104846,ROCKER COVER,LEAKING,,#3 & 4 CYL   
104847,SCREW,MISSING,BAFFLE & STAND OFF,  #2 CYL 
104848,OIL COOLER LOWER FITTING,LOOSE,,  
104849,FWD BAFFLE SEAL,LOOSE,,R/H   
104850,OIL COOLER LOWER FITTING,LOOSE,,  
104851,INTAKE GASKET,LEAKING,,#2  
104852,LOWER OIL COOLER OIL LINE,NEEDS,TO BE REPOSITIONED,  
104853,LOWER OIL COOLER OIL LINE,NEEDS,TO BE REPOSITIONED,  
104854,,,,
104855,INTAKE,LEAKING,,#4  
104856,,,,
104857,,,,
104858,INTAKE GASKET,LEAKING,,"#2, 4  "
104859,FRONT BLACK SEAL FOR ENG COWL,NEEDS,RTV FOR WORN SPOTS,  
104860,,,,
104861,,,,
104862,BAFFLE SEAL SECTION BY AIR FILTER,NEEDS,REPAIR,  
104863,INTAKE,LEAKS,,#1 CYL   
104864,,,,
104865,FRONT SEAL,LOOSE,& HAS WORN SPOTS (BAFFLE SEAL),  
104866,INTAKE GASKET,LEAKING,,"#3, 4  "
104867,BAFFLE BRACKET,CRACKED,,  #3 CYLINDER
104868,,COMPRESSION,LOW COMPRESSION (58/80),#2 CYLINDER   
104869,SCREW,MISSING,FROM R/H AFT BAFFLE,  
104870,INTAKE GASKET,LEAKING,,#3 CYL   
104871,INTAKE,LEAKING,,#3 & 4  
104872,BAFFLE BY STARTER,WORN,THROUGH & CRACKED,  
104873,ROCKER COVER GASKET,LEAKING,,#2  
104874,INTAKE,LEAKING,,#2  
104875,INTAKE GASKET,LEAKING,,#3  
104876,SCREW,MISSING,BAFFLE SECTION,  #1 CYLINDER 
104877,ROCKER GASKET,LEAKING,,#3  
104878,,,,
104879,,,,
104880,OIL COOLER BAFFLE CORNER,NEEDS,TO BE INSP. REMOVE FO,L/H ENG   
104881,BAFFLE SEAL ON RIGHT FRONT,NEEDS,TO BE REPLACED, CYLINDER  
104882,INTAKE GASKET,LEAKING,,L/H #3 & 4  
104883,ENGINE INTAKE BOOT,TORN,,  
104884,INTAKE GASKET,LEAKING,,#4 CYL   
104885,INTAKE GASKET,LEAKING,,"#2, 4  "
104886,,,,
104887,INTAKE,LEAKING,,#2 & 4  
104888,,COMPRESSION,LOW COMPRESSION,#3 CYLINDER   
104889,BAFFLE PLUG,WORN,,  
104890,BAFFLE PLUG HOLE,NEEDS,DOUBLER,R/H   
104891,OIL DRAIN LINE CLAMP,LOOSE,,#4 CYLINDER   
104892,INTAKE GASKET,LEAKING,,#2 CYLINDER   
104893,CYL,COMPRESSION,COMPRESSION 18/80, #3 
104894,CYL,COMPRESSION,COMPRESSION 18/80, #3 
104895,CYL,COMPRESSION,COMPRESSION 18/80, #3 
104896,,,,
104897,BAFFLE ROD,LOOSE,,L/H ENG #1 & 3 CYL   
104898,BAFFLE SCREW,LOOSE,,#3 CYL   
104899,LEFT BAFFLE,LOOSE,(#2 CYL BAFFLE SEAL),  
104900,INTAKE,LEAKING,,#3  
104901,INTAKE GASKET,LEAKING,,"R/H ENG #2, 4  "
104902,INTAKE GASKET,LEAKING,,#3  
104903,BAFFLE PLUG,BROKEN,,  
104904,RIGHT ENGINE BAFFLE SEAL,LOOSE,BOTTOM CORNER,  
104905,ANGLE,BROKEN,"LOWER COWL O/B, NEAR FWD LATCH/PIN HOLE",  L/H 
104906,ROCKER COVER GASKET,LEAKING,,#2 & 3  
104907,,,,
104908,,,,
104909,,,,
104910,,,,
104911,AFT BAFFLE SCREW,LOOSE,,#3  
104912,,,,
104913,ROCKER COVER,LEAKING,,#2 & 4  
104914,,,,
104915,INTAKE GASKET,LEAKING,,#2  
104916,INTAKE,LEAKING,,#2  
104917,ROCKER COVER GASKET,LEAKING,,"#2, 4  "
104918,ROCKER COVER GASKET,LEAKING,,"#2, 4  "
104919,INTAKE GASKET,LEAKING,,"#2, 3  "
104920,INTAKE GASKET,LEAKING,,R/H #3  
104921,INTAKE,LEAKING,,#1  
104922,,,,
104923,,,,
104924,INTAKE TUBE GASKET,LEAKING,,#1  
104925,ENGINE BAFFLE MOUNTING SCREW,LOOSE,,#3  
104926,BAFFLE PLUG,MISSING,,R/H   
104927,BAFFLE PLUG,NEEDS,PATCH,R/H   
104928,FWD ENG BLACK SEAL,WORN,AT ENG INDUCTION,  
104929,INTAKE GASKET,LEAKING,,#3 & 4  
104930,SIDE BAFFLE PLUG HOLE,WORN,OUT,  
104931,INTAKE GASKET,LEAKING,,#3  
104932,AFT BAFFLE BRACKET,CRACKED,,#3  
104933,INTAKE,LEAKING,,L/H ENG #4  
104934,BAFFLE SCREW,MISSING,BAFFLE SECTION,  #2 CYL 
104935,,,,
104936,,,,
104937,,,,
104938,INTAKE,LEAKING,,#3  
104939,ROCKER COVER GASKET,NEED,TO BE REPLACED,#2 & 3  
104940,INTAKE,LEAKING,,#3  R/H ENGINE
104941,INTAKE,LEAKING,,"#2, 3 & 4  L/H ENGINE"
104942,ROCKER COVER,LEAKING,,#2  
104943,INTAKE,LEAKING,,#3  R/H ENGINE
104944,INTAKE,LEAKING,, 2 & 3 L/H ENGINE
104945,BAFFLE SCREW,MISSING,,R/H REAR ENGINE   
104946,ROCKER COVER EGT STAND OFF,BROKEN,,#3 CYL   
104947,INTAKE GASKET,LEAKING,,R/H ENG #3  
104948,UPPER BAFFLE SEAL,MISSING,,#3  R/H ENGINE
104949,,,,
104950,INTERCYLINDER BAFFLE,CRACKED,,"#2, 4  "
104951,BAFFLE PLUG,DAMAGED,,L/H   
104952,INTAKE,OIL LEAK,,#4  
104953,INTAKE,LEAKING,,#3  
104954,ROCKER COVER,LEAKING,,"#1, 2, 3  "
104955,THROTTLE,LOOSE,AT DASH,  
104956,GROUNDING AREA FOR NEW ENG,NEEDS,PAINT REMOVED,  
104957,,,,
104958,,,,
104959,,,,
104960,ROCKER COVER GASKET,LEAKS,,#3  
104961,,,,
104962,,,,
104963,,,,
104964,,,,
104965,INTAKE,LEAKING,,#2  
104966,BAFFLE MOUNT,LOOSE,,R/H REAR ENGINE   
104967,INTAKE GASKET,LEAKING,,#2  
104968,ROCKER COVER GASKET,LEAKING,,#1  
104969,SNIFFLER VALVE,NEED,TO BE CLEANED,  
104970,FWD ENG BLACK SEAL,NEEDS,RTV WHERE INTAKE HITS IT,  
104971,,,,
104972,BAFFLE SCREW BY OIL DIPSTICK,MISSING,,  
104973,BOTH BAFFLE PLUG,WORN,(ENG),  
104974,BAFFLE TIE,BROKEN,,R/H   
104975,INTAKE GASKET,LEAKING,,#2 & 4  
104976,CENTER CASE BOLT,LEAKING,OIL,L/H ENG   
104977,,COMPRESSION,LOW COMPRESSION (16/80),R/H ENG #3 CYL   
104978,CENTER CASE BOLT,LEAKING,OIL,L/H ENG   
