IDENT,LOCATION,PART,TGGEDPROBLEM
104673,L/H,,LANDING
104674,R/H REAR,BAFFLE INSP HOLE,WORN
104675,#3,INTAKE GASKET,LEAKING
104676,#4,INTAKE,LEAKS
104677,,INTAKE,"BLACK FWD COWL, WORN"
104678,ENGINE,,"OVERSPEED, PARKING"
104679,"#2 & 4, L/H",INTAKES,LEAKING
104680,RIGHT ENGINE,,
104681,R/H,,
104682,,,
104683,#2 CYLINDER,INTAKE O,
104684,#4,INTAKE,LEAKING
104685,,BAFFLE PLUGS,DAMAGED
104686,#3,INTAKE GASKET,LEAKING
104687,"#1, 2 & 3",INTAKE TUBE GASKETS,LEAKING
104688,,BLACK SEAL,WORN
104689,#1 CYL,VALVE,FAILED
104690,#4 CYL,VALVE,FAILED
104691,#1 CYL,VALVE,FAILED
104692,#1 CYL,VALVE,FAILED
104693,#4 CYL,VALVE,FAILED
104694,#4 CYL,VALVE,FAILED
104695,2 & 3,INTAKES,LEAKING
104696,#4 CYL,,FAILED
104697,#4 CYL,,FAILED
104698,"#3 CYL, L/H ENG",INTAKE,LEAKS
104699,L/H ENG #2 CYL,,LOW COMPRESSION
104700,L/H ENG #2 CYL,,LOW COMPRESSION
104701,L/H ENG #2 CYL,,LOW COMPRESSION
104702,L/H ENG #2 CYL,,LOW COMPRESSION
104703,L/H ENG #2 CYL,,LOW COMPRESSION
104704,L/H ENG #2 CYL,,LOW COMPRESSION
104705,#2,INTAKE,LEAKING
104706,"2, 3 & 4",INTAKE GASKETS,LEAKING
104707,,BAFFLE,LOOSE
104708,"#2, L/H",INTAKE,LEAKING
104709,"#3 & 4, R/H",INTAKES,LEAKING
104710,#2 CYL,BAFFLE,MISSING SCREW
104711,#3 & 4,INTAKE GASKETS,LEAKING
104712,#4 CYL,,FAILED
104713,#3 CYL,,FAILED
104714,CYL #4,EXHAUST VALVE LASH,EXCESSIVE
104715,"CYL #2, 3",,
104716,CYL #2,INTAKE ROCKER ARM,
104717,#2 CYL,,FAILED
104718,#4 CYL,,FAILED
104719,#1 CYL,,FAILED
104720,#2 CYL,,FAILED
104721,#3 CYL,,FAILED
104722,#4 CYL,,FAILED
104723,#1 CYL,,FAILED
104724,#1 CYL,,FAILED
104725,#2 CYL,,FAILED
104726,#3 CYL,,FAILED
104727,#3 CYL,,FAILED
104728,#4 CYL,,FAILED
104729,AFT R/H SCREW,BAFFLE,LOOSE
104730,,"BAFFLE SEAL, INTAKE",WORN
104731,"EVIDENCE, ENGINE",,
104732,"#1, 3",BAFFLE,"TENSION, BROKEN"
104733,#4,INTAKE GASKET,LEAKING
104734,#3,INTAKE GASKET,LEAKING
104735,R/H,BAFFLE TIE,BROKEN
104736,#3,BAFFLE ATTACH,CRACKED
104737,,,
104738,L/H ENGINE,BAFFLE,CRACKED
104739,L/H,BAFFLE,CRACKED
104740,#1,INTAKE TUBE,
104741,#3,INTAKE TUBE,
104742,R/H ENGINE,BAFFLE,CRACKED
104743,ENGINE,,FOUND
104744,ENGINE,,FOUND
104745,ENGINE,,FOUND
104746,ENGINE,,FOUND
104747,ENGINE,,FOUND
104748,ENGINE,,FOUND
104749,ENGINE,,FOUND
104750,ENGINE,,FOUND
104751,ENGINE,,FOUND
104752,ENGINE,,FOUND
104753,,,"HIGH, LOW ROTOR"
104754,,,"HIGH, LOW ROTOR"
104755,CYL #2,ROCKER COVER GASKET,
104756,#1,INTAKE GASKET,LEAKING
104757,"2, 3, L/H",INTAKES,LEAKING
104758,"#1, 2, 3 & 4, R/H",INTAKES,LEAKING
104759,#3,INTAKE GASKET,LEAKING
104760,ENGINE,,"LEANING MIXTURE, QUIT"
104761,#1 & 3,INTAKE GASKETS,LEAKING
104762,2 & 3,INTAKE GASKETS,LEAKING
104763,L/H,FWD ENG SEAL,
104764,#4,INTAKE GASKET,LEAKING
104765,R/H,BAFFLE SEAL,LOOSE
104766,#2,INTAKE TUBE GASKET,LEAKING
104767,#4,INTAKE,LEAKING
104768,#4 CYLINDER,,"LEAKING, EXHAUST"
104769,#4 CYLINDER,,"LEAKING, EXHAUST"
104770,#4 CYLINDER,,"LEAKING, EXHAUST"
104771,#4 CYLINDER,,"LEAKING, EXHAUST"
104772,"ENGINE, RIGHT MAGNETO, ENGINE",,FAILED
104773,R/H,BAFFLE PLUG,
104774,#2 & 4 CYLINDER,INTAKE GASKETS,LEAKING
104775,#2 CYL,BAFFLE,MISSING BOLT
104776,#3,ROCKER GASKET,LEAKING
104777,,A/C,LIMITING
104778,,A/C,OUT OF RIGHT
104779,ENGINE,,"FIRED, HOVER"
104780,ENGINE,,"FIRED, HOVER"
104781,#3,INTAKE TUBE GASKET,LEAKING
104782,,"BLACK SEAL, INTAKE","WEARING, FILTER"
104783,"#3, R/H",INTAKE,LEAKING
104784,,"BLACK SEAL, BAFFLE",
104785,,"BAFFLE, OIL DIPSTICK",LOOSE
104786,#1 & 3,INTAKES,
104787,#1 & 2 CYL,INTAKE GASKETS,LEAKING
104788,#2 CYL,ROCKER COVER GASKET,LEAKING
104789,#2,ROCKER COVER,LEAKING
104790,,VOLTS,
104791,"4 & 3, R/H",INTAKES,LEAKING
104792,L/H ENGINE #3,INTAKE GASKETS,LEAKING
104793,R/H,,CRACK
104794,LWR ENG FWD,"BAFFLE SEAL, AIR FILTER,",WORN
104795,#4 CYL,BAFFLE PIECE,DAMAGED
104796,,BAFFLING,"HARDWARE, MISSING"
104797,#2 CYL,INTAKE GASKET,LEAKING
104798,"#1, 3",INTAKE GASKETS,LEAKING
104799,#3,ROCKER COVER GASKETS,LEAKING
104800,#1 CYLINDER,"BAFFLE SEAL STAPLES, BAFFLE","LOOSE, SECTION"
104801,#2-4,BAFFLE,BROKEN
104802,,TICKING/CHIRPING,
104803,#2,INTAKE GASKET,LEAKING
104804,L/H ENG #4,INTAKE GASKET,LEAKING
104805,"#2 CYL, L/H",ROCKER COVER GASKET,LEAKING
104806,"2, 3, L/H",INTAKE GASKETS,LEAKING
104807,"L/H ENG, #1 CYLINDER",BAFFLE SEAL,SECURED
104808,#4,INTAKE,LEAKING
104809,#1,ROCKER COVER,LEAKING
104810,#2,INTAKE GASKET,LEAKING
104811,"L/H ENG, CYL #2",EXHAUST,"COMPRESSION 20/80;, LEAKING, OUT OF"
104812,"L/H ENG, CYL #2",EXHAUST,"COMPRESSION 20/80;, LEAKING, OUT OF"
104813,"#3, R/H",INTAKE,LEAKING
104814,"2, 3 & 4, L/H",INTAKES,LEAKING
104815,BRACKET,BAFFLE,CRACKED
104816,LEFT FRONT,,"BAFFLING, CRACK"
104817,CYL #4,AFT BAFFLE,CRACKED
104818,"L/H SIIDE, ENGINE",,LEAKING
104819,"L/H SIIDE, ENGINE",,LEAKING
104820,#2,INTAKE GASKET,LEAKING
104821,#2,INTAKE,LEAKING
104822,"#1-3, #1",BAFFLE TIE WIRE,"LOOSE, RUBBING"
104823,,,EXCEEDED 2700
104824,#2 & 4,INTAKE GASKETS,LEAKING
104825,ENGINE,,
104826,ENGINE,,
104827,"R/H ENGINE, TOP BACK BONE",,SEEPING
104828,"#3, R/H",INTAKE GASKETS,LEAKING
104829,"R/H ENGINE, TOP BACK BONE",,SEEPING
104830,#3 CYL,BAFFLE PLUG,MISSING
104831,,MAG,RPM DROPPED
104832,L/H ENGINE #3,ROCKER COVER,LEAKING
104833,R/H ENGINE #3,ROCKER COVER,LEAKING
104834,R/H,BAFFLE TIE,BROKEN
104835,,,
104836,#4,INTAKE,LEAKING
104837,"R/H, #3","BAFFLE SPRING, BAFFLE, OIL RETURN",CHAFING
104838,#1 & 2,INTAKE GASKETS,LEAKING
104839,R/H ENG #4,INTAKE GASKET,LEAKING
104840,"L/H ENG #2, 1",INTAKE GASKETS,LEAKING
104841,#1 & 4,INTAKES,LEAKING
104842,,,REQUIRES START
104843,,,REQUIRES START
104844,,,
104845,,,"RESTING, STUD"
104846,#3 & 4 CYL,ROCKER COVERS,LEAKING
104847,#2 CYL,BAFFLE &,SCREW MISSING
104848,,,LOOSE
104849,R/H,BAFFLE SEAL,LOOSE
104850,,,LOOSE
104851,#2,INTAKE GASKET,LEAKING
104852,,OIL LINE,REPOSITIONED
104853,,OIL LINE,REPOSITIONED
104854,#2 & 4 CYL I/B,"BAFFLE WIRE, BAFFLE",
104855,#4,INTAKE,LEAKING
104856,,,
104857,,,
104858,"#2, 4",INTAKE GASKETS,LEAKING
104859,,BLACK,WORN
104860,W/IN,,
104861,#4 CYLINDER,"RIVET, BAFFLE",PULLED
104862,,"BAFFLE SEAL, AIR FILTER",SECTION
104863,#1 CYL,INTAKE,LEAKS
104864,,"OIL DIPSTICK, BAFFLE,",LOOSE
104865,,BAFFLE SEAL,"LOOSE, WORN"
104866,#3,INTAKE GASKETS,LEAKING
104867,#3 CYLINDER,BAFFLE BRACKET,CRACKED
104868,#2 CYLINDER,,LOW COMPRESSION
104869,R/H,,SCREW MISSING
104870,#3 CYL,INTAKE GASKET,LEAKING
104871,#3 & 4,INTAKES,LEAKING
104872,,"BAFFLE, STARTER","WORN, CRACKED"
104873,#2,ROCKER COVER GASKET,LEAKING
104874,#2,INTAKE,LEAKING
104875,#3,INTAKE GASKET,LEAKING
104876,#1 CYLINDER,BAFFLE,"SCREW MISSING, SECTION"
104877,#3,ROCKER GASKET,LEAKING
104878,,,
104879,L/H,"ENG I/B, BAFFLE SCREW",LOOSE
104880,L/H ENG OIL,BAFFLE,
104881,RIGHT FRONT CYLINDER,BAFFLE SEAL,
104882,L/H #3,INTAKE GASKETS,LEAKING
104883,ENGINE,INTAKE BOOT,TORN
104884,#4 CYL,INTAKE GASKET,LEAKING
104885,"#2, 4",INTAKE GASKETS,LEAKING
104886,ENGINE,,
104887,#2 & 4,INTAKES,LEAKING
104888,#3 CYLINDER,,LOW COMPRESSION
104889,,BAFFLE PLUGS,WORN
104890,R/H,BAFFLE PLUG HOLE,
104891,#4 CYLINDER,,LOOSE
104892,#2 CYLINDER,INTAKE GASKET,LEAKING
104893,CYL #3,,COMPRESSION 18/80
104894,CYL #3,,COMPRESSION 18/80
104895,CYL #3,,COMPRESSION 18/80
104896,"TOP OIL COOLER, NOT",,"KINKED, SECURED"
104897,"L/H ENG, #1 & 3 CYL",BAFFLE ROD,LOOSE
104898,#3 CYL,BAFFLE SCREW,LOOSE
104899,"LEFT, #2 CYL","BAFFLE, BAFFLE SEAL",LOOSE
104900,#3,INTAKE,LEAKING
104901,"R/H ENG #2, 4",INTAKE GASKETS,LEAKING
104902,#3,INTAKE GASKET,LEAKING
104903,,BAFFLE PLUG,BROKEN
104904,RIGHT ENGINE,BAFFLE SEAL,LOOSE
104905,L/H,,"BROKEN, HOLE"
104906,2 & 3,ROCKER COVER GASKETS,LEAKING
104907,ENGINE,,
104908,ENGINE,,
104909,ENGINE,,
104910,ENGINE,,
104911,#3,AFT BAFFLE SCREW,LOOSE
104912,L/H,BAFFLE,
104913,#2 & 4,ROCKER COVER,LEAKING
104914,,GREATER T,"DRESSING, ROUGH"
104915,#2,INTAKE GASKET,LEAKING
104916,#2,INTAKE,LEAKING
104917,"#2, 4",ROCKER COVER GASKETS,LEAKING
104918,"#2, 4",ROCKER COVER GASKETS,LEAKING
104919,"2, 3",INTAKE GASKETS,LEAKING
104920,R/H #3,INTAKE GASKET,LEAKING
104921,#1,INTAKE,LEAKING
104922,,,OVERSPEED
104923,#3 CYL CHT >,,CYLINDERS
104924,#1,INTAKE TUBE GASKET,LEAKING
104925,"#3, ENGINE",BAFFLE MOUNTING SCREW,LOOSE
104926,R/H,BAFFLE PLUG,MISSING
104927,R/H,BAFFLE PLUG,
104928,,BLACK SEAL,"WORN, INDUCTION."
104929,#3 & 4,INTAKE GASKETS,LEAKING
104930,SIDE,BAFFLE PLUG HOLES,WORN
104931,#3,INTAKE GASKET,LEAKING
104932,#3,AFT BAFFLE BRACKET,CRACKED
104933,L/H ENG #4,INTAKE,LEAKING
104934,#2 CYL,"BAFFLE, BAFFLE","SCREW MISSING, SECTION"
104935,ENGINE,INSTANCES THROUGHOUT,LEAST
104936,ENGINE,INSTANCES THROUGHOUT,LEAST
104937,"ENGINE, ENGINE",,
104938,#3,INTAKE,LEAKING
104939,2 & 3,ROCKER COVER GASKETS,
104940,"#3, R/H",INTAKE,LEAKING
104941,"2, 3 & 4, L/H",INTAKES,LEAKING
104942,#2,ROCKER COVER,LEAKING
104943,"#3, R/H",INTAKE,LEAKING
104944,"2 & 3, L/H",INTAKE,LEAKING
104945,R/H REAR,BAFFLE,SCREW MISSING
104946,#3 CYL,ROCKER COVER,BROKEN
104947,R/H ENG #3,INTAKE GASKET,LEAKING
104948,"#3, R/H",BAFFLE SEAL,
104949,,,LOOSE
104950,"#2, 4",BAFFLE,CRACKED
104951,L/H,BAFFLE PLUG,DAMAGED
104952,#4,INTAKE OIL,
104953,#3,INTAKE,LEAKING
104954,"#1, 2, 3",ROCKER COVERS,LEAKING
104955,,,LOOSE
104956,,,
104957,,BAFFLE,CRACK
104958,ENGINE,,
104959,,,
104960,#3,ROCKER COVER GASKET,LEAKS
104961,,,
104962,,,
104963,,,
104964,,,
104965,#2,INTAKE,LEAKING
104966,R/H REAR,BAFFLE MOUNT,LOOSE
104967,#2,INTAKE GASKET,LEAKING
104968,#1,ROCKER COVER GASKET,LEAKING
104969,SNIFFLER,,
104970,,"BLACK SEAL, INTAKE HITS",
104971,,,NOT REMVOED
104972,,BAFFLE SCREW,MISSING
104973,,BAFFLE PLUGS,WORN
104974,R/H,BAFFLE TIE,BROKEN
104975,#2 & 4,INTAKE GASKETS,LEAKING
104976,L/H ENG,,LEAKING
104977,R/H ENG #3 CYL,,LOW COMPRESSION
104978,L/H ENG,,LEAKING
104979,R/H ENG #3 CYL,,LOW COMPRESSION
104980,,,"RPM, RED"
104981,,,
104982,#3,INTAKE TUBE GASKET,LEAKING
104983,#3,BAFFLE,HARDWARE MISSING
104984,#4,INTAKE GASKET,LEAKS
104985,#2 & 4,INTAKE GASKETS,LEAKING
104986,#2,INTAKE,LEAKING
104987,"2, 3 & 4",INTAKES,LEAKING
104988,"4 & 3, R/H",INTAKE,LEAKING
104989,,AFT BAFFLE @ L/H OIL,CRACK
104990,,BAFFLE,BROKEN
104991,,BAFFLE,WORN
104992,#1,INTAKE GASKET,LEAKING
104993,"#4, L/H",INTAKE,LEAKING
104994,"#1 & 3, R/H",INTAKES,LEAKING
104995,"#1, R/H",ROCKER COVER,LEAKING
104996,,BAFFLE PLUGS,WORN
104997,#2,INTAKE GASKET,LEAKING
104998,"#1, 4",INTAKE GASKETS,LEAKING
104999,#1 & 2,INTAKES,LEAKING
105000,ENGINE,BAFFLE ATTACH,MISSING SCREW
105001,#2,INTAKE,LEAKING
105002,#2 CYLINDER,BAFFLE,SCREW MISSING
105003,#3,INTAKE GASKET,LEAKS
105004,#1 & 3,ROCKER COVER GASKETS,LEAK
105005,R/H,AFT BAFFLE,LOOSE
105006,,,"GROUNDING, LOOSE"
105007,"BLACK, L/H SIDE","BAFFLE SEAL, FWD ENG,",WORN
105008,ENGINE,BAFFLE PLUGS,WORN
105009,"#1, 3",ROCKER COVER GASKETS,LEAKING
105010,R/H REAR,BAFFLE MOUNTING SCREW,MISSING
105011,#2,INTAKE,LEAKS
105012,BOTH ENG,BAFFLE PLUGS,WORN
105013,,OIL DIPSTICK,LOOSE
105014,,,"BLACK FWD SEAL, WORN"
105015,"L/H ENG, CYL #4",INTAKE GASKET,LEAKING
105016,1,BAFFLE PLUG,DAMAGED
105017,,,RPM 2700 FOR
105018,,,OVERSPEED
105019,ENGINE,,
105020,ENGINE,,
105021,ENGINE,,
105022,#3 CYL,BAFFLE,SCREW MISSING
105023,,AIR DOOR,SHEARED
105024,R/H ENG #2,INTAKE,LEAKING
105025,#2 & 4,INTAKES,LEAKING
105026,#3,BAFFLE,SCREW MISSING
105027,,VALVE,LEAKING
105028,#4,INTAKE,LEAKING
105029,#1,BAFFLE SEAL,LOOSE
105030,R/H #2 & 4,ROCKER COVER GASKETS,LEAKING
105031,#4,INTAKE,LEAKING
105032,L/H,INTAKE GASKET,LEAKING
105033,1,BAFFLE PLUG,DAMAGED
105034,#4,ROCKER COVER GASKET,LEAKING
105035,#3 CYL,"BAFFLE SCREWS, BAFFLE",LOOSE
105036,,INTAKE GASKETS,LEAKING
105037,#3 CYL,BAFFLE SEAL RIVET,PULLED
105038,"#2, 4",ROCKER COVER GASKETS,LEAKING
105039,#3 CYL,"BAFFLE SCREWS, BAFFLE",LOOSE
105040,L/H ENG #3,INTAKE GASKET,LEAKS
105041,R/H ENG #2,BAFFLE SEAL,LOOSE
105042,"R/H ENG #2, 3",INTAKE,LEAKING
105043,"#2, L/H",INTAKE,LEAKING
105044,#1 CYL,BAFFLE SEAL,LOOSE
105045,#4,INTAKE GASKET,LEAKING
105046,#2 CYL,ROCKER COVER,SCREW MISSING
105047,#2 CYL,,DISCOVERED
105048,#2 & 4,INTAKES,LEAKING
105049,RIGHT FWD CYL,INTAKE TUBE,
105050,,,
105051,#4 CYL,ROCKER COVER GASKET,LEAKING
105052,L/H,,"OUT OF TOP, COWLING"
105053,L/H,,"OUT OF TOP, COWLING"
105054,L/H,,"OUT OF TOP, COWLING"
105055,R/H,,
105056,"2, 3, R/H",INTAKE GASKETS,LEAKING
105057,L/H ENG #4,INTAKE GASKET,LEAKING
105058,L/H ENGINE #2 CYL,,COMPRESSION LOW
105059,R/H ENGINE #4 CYL,AFT BAFFLE,SCREW MISSING
105060,L/H ENGINE #2 CYL,,COMPRESSION LOW
105061,#2 CYL,BAFFLE,CRACKED
105062,#2 & 4,INTAKES,LEAKING
105063,#4 CYL,INTAKE,LEAK
105064,,,
105065,,,
105066,,INTAKES,LEAKING
105067,,,OVERSPEED
105068,#4 CYLINDER,BAFFLE,DAMAGED
105069,,,LOOSE
105070,R/H ENG #3,INTAKE GASKET,LEAKING
105071,,"ALL HOSE CLAMPS, ROCKER DRAINS",LOOSE
105072,"2, 3 & 4",INTAKES,LEAKING
105073,#1 CYLINDER,BAFFLE SEAL,SECURED
105074,L/H,ROCKER COVER GASKET,LEAKS
105075,"L/H, #4 CYL",BAFFLE SEAL,LOOSE
105076,CYL #3,,BROKEN
105077,,INTAKE GASKETS,LEAKING
105078,BOTH ENG,BAFFLE PLUGS,WORN
105079,L/H SIDE,,"BLACK FWD SEAL, WORN, LOOSE"
105080,L/H,,ROUGH
105081,L/H,,ROUGH
105082,,,
105083,,BAFFLE PLUGS,WORN
105084,L/H ENG #2 & 4,INTAKE GASKETS,LEAK
105085,#4,INTAKE GASKET,LEAKING
105086,R/H SIDE,BAFFLE SEAL,LOOSE
105087,#3,INTAKE,LEAKING
105088,ENGINE,,GOING
105089,#3 CYL,,"STUCK VALVE, HOUSING"
105090,#3 CYL,,"STUCK VALVE, HOUSING"
105091,#3 CYL,,"STUCK VALVE, HOUSING"
105092,#3 & 2,INTAKE GASKETS,LEAKING
105093,SNIFFLER,,
105094,#4 CYL,INTAKE GASKET,LEAKS
105095,#2 & 4 UPPER,,COOLING
105096,#2,INTAKE GASKET,LEAKING
105097,R/H ENG #2,INTAKE GASKET,LEAKING
105098,#3,"BAFFLE, BUTTON PLUG HOLE",WORN
105099,"#2, R/H",INTAKE,LEAKING
105100,"#3 & 4, L/H",INTAKES,LEAKING
105101,#4,INTAKE GASKET,LEAKING
105102,,,
105103,R/H ENG #3,INTAKE GASKET,LEAKS
105104,#2 FRONT,BAFFLE,CRACKED
105105,R/H,BAFFLE,
105106,#1 CYLINDER,BAFFLE,
105107,#4,INTAKE GASKET,LEAKS
105108,#4,INTAKE,LEAKING
105109,#4,INTAKE GASKET,LEAKING
105110,ENGINE,,ROUGH
105111,2 & 3,INTAKE GASKETS,LEAKING
105112,,IMPELLER,
105113,,,
105114,"R/H, #2 CYL",BAFFLE SEAL,TORN
105115,R/H #2,ROCKER COVER GASKET,LEAKS
105116,"R/H, #2 CYL",BAFFLE SEAL,TORN
105117,R/H #3,INTAKE GASKET,LEAKING
105118,L/H ENG O/B,BAFFLE TIE ROD,BROKEN
105119,"R/H #1, 3",OIL RETURN LINES,LOOSE
105120,#1,INTAKE,LEAKING
105121,R/H,BAFFLE,
105122,#4,INTAKE GASKET,LEAKING
105123,ENGINE,,
105124,,AFT OF,CRACKED
105125,R/H,BAFFLE SPRING,"PULLED, BAFFLING"
105126,#4,INTAKE GASKET,LEAKS
105127,#2 & 4,INTAKES,LEAKING
105128,,BAFFLE PLUGS,WORN
105129,#4,INTAKE GASKET,LEAKING
105130,#3,INTAKE,LEAKING
105131,L/H,BAFFLE,CRACKED
105132,L/H #3,INTAKE GASKET,LEAKING
105133,"L/H, R/H",,
105134,#1,INTAKE,LEAKING
105135,#1 & 4,ROCKER COVERS,LEAKING
105136,"ENGINE, #1 CYLINDER",BAFFLE SEAL,LOOSE
105137,,,
105138,,,ROUGH
105139,,OIL BREATHER,LEAKING
105140,,OIL BREATHER,LEAKING
105141,CYL #4,INTAKE GASKET,LEAKING
105142,,,OVERSPEED
105143,#3,AFT BAFFLE,CRACKED
105144,R/H FWD ENGINE,BAFFLE,CRACKED
105145,R/H,BAFFLE,CRACKED
105146,"R/H #1, 2",INTAKE GASKETS,LEAKING
105147,L/H ENG #2 CYLINDER,,COMPRESSION LOW
105148,L/H ENG #2 CYLINDER,,COMPRESSION LOW
105149,,,LOOSE
105150,#1 CYLINDER,BAFFLING,CRACKED
105151,#2,INTAKE TUBE GASKET,LEAKING
105152,#3,ROCKER BOX COVER GASKET,LEAKING
105153,R/H REAR,BAFFLE MOUNT RIVETS,BROKEN
105154,#2,INTAKE,LEAKING
105155,,ROCKER COVER SCREW,MISSING
105156,#2 CYL,INTAKE,LEAKING
105157,L/H #4,ROCKER COVER GASKET,LEAKS
105158,ENGINE,,BELOW 1000 RPM
105159,#4,INTAKE,LEAKING
105160,L/H O/B,BAFFLE TIE ROD,BROKEN
105161,,BAFFLE,HOLE
105162,L/H,BAFFLE,CRACKED
105163,L/H,BAFFLE,CRACKED
105164,L/H,BAFFLE,CRACKED
105165,,"BAFFLE SEAL, INTAKE, BAFFLE",
105166,R/H REAR,,SHEARED
105167,"#1, 3 & 4",ROCKER COVERS,LEAKING
105168,R/H ENG,AFT BAFFLE,CRACKED
105169,"R/H, R/H",BAFFLE TIE ROD,
105170,R/H ENG #3,INTAKE GASKET,LEAKING
105171,#1 CYLINDER,,BROKEN
105172,#3 CYL,INTAKE GASKET,LEAKING
105173,#3 CYL,PUSH ROD,"EXHAUST, LEAKING"
105174,ENGINE,,NOT STABILIZE
105175,#3 CYL,PUSH ROD,"EXHAUST, LEAKING"
105176,L/H RPM,,
105177,"2, 3",INTAKES,LEAKING
105178,#1,ROCKER COVER GASKET,LEAKS
105179,R/H REAR,BAFFLE MOUNT,LOOSE
105180,#3,INTAKE,LEAKING
105181,SNIFFLER,,
105182,ENGINE,AIR FILTER DIRTY,
105183,,OIL PRESSURE,
105184,BOTH,BAFFLE PLUGS,BROKEN
105185,,BAFFLE SEAL,LOOSE
105186,#1 & 2,INTAKES,LEAKING
105187,L/H ENG #2 & 3,INTAKE GASKETS,LEAKING
105188,#2,INTAKE,LEAKING
105189,#2 & 4,INTAKES,LEAKING
105190,R/H ENG #3,INTAKE TUBE GASKET,LEAKING
105191,,BAFFLE WIRE,BROKEN
105192,,"BAFFLE, OIL TUBE",CRACKED
105193,#4 CYL,AFT BAFFLE,CRACKED
105194,#3 CYL SIDE &,AFT BAFFLES,CRACKED
105195,#4,INTAKE,LEAKING
105196,#1,ROCKER COVER,LEAKING
105197,R/H,AFT BAFFLE SCREW,LOOSE
105198,,,ROUGH
105199,L/H ENG #4,BAFFLE WIRE STANDOFF,BROKEN
105200,"#2 CYL, L/H",BAFFLE SEAL,SECURED
105201,"#4, L/H",ROCKER COVER GASKET,LEAKING
105202,"#4, L/H",INTAKE GASKET,LEAKING
105203,"#1 CYLINDER, L/H",BAFFLE SEAL,
105204,"MISSING/, R/H",COWL SEAL,LOOSE
105205,#2,INTAKE GASKET,LEAKING
105206,R/H,,LOOSE
105207,,,LEAKING
105208,,,LEAKING
105209,#2,INTAKE GASKET,LEAKING
105210,L/H INNER ENGINE,BAFFLE TIE,DISCONNECTED
105211,#4,INTAKE GASKET,LEAKING
105212,,BAFFLE PLUGS,"LOOSE, NEEDED"
105213,#2,INTAKE,LEAKING
105214,ENGINE,,ROUGH
105215,#3 & 4,INTAKES,LEAKING
105216,,IDLE LOW,
105217,,INTAKE,
105218,L/H ENG #2,INTAKE GASKET,LEAKING
105219,R/H ENG #4,INTAKE GASKET,LEAKING
105220,R/H ENG #3,ROCKER COVER GASKET,LEAKING
105221,L/H,MAG,
105222,,,
105223,SNIFFLER,,
105224,L/H,MAG,
105225,#1 & 4,INTAKES,LEAKING
105226,ENGINE,,
105227,ENGINE,,
105228,ENGINE,,SPEED
105229,,BAFFLE PLUGS,LOOSE
105230,#4,INTAKE,LEAKING
105231,,,
105232,"#1 & 4, R/H",INTAKES,LEAKING
105233,"2, 3 & 4",INTAKES,LEAKING
105234,R/H,AIR INTAKE HOSE,HOOKED
105235,#2,INTAKE GASKET,LEAKING
105236,#3 CYL,BAFFLE SEAL,LOOSE
105237,L/H,AFT STAND OFF,BROKEN
105238,,BAFFLE TIE,
105239,2 & 3,ROCKER COVERS,LEAKING
105240,#2,INTAKE,LEAKING
105241,R/H,AFT BAFFLE BRACKET,BROKEN
105242,#3 CYLINDER,ROCKER COVER,MISSING SCREW
105243,ENGINE,,ROUGH
105244,ENGINE,,ROUGH
105245,"#4, L/H",INTAKE,LEAKING
105246,R/H ENGINE #2 CYLINDER,INTAKE GASKET,LEAKING
105247,ENGINE,,
105248,R/H,"ENG BACKBONE BOLT, A LITTLE",LEAKS
105249,"R/H ENGINE #1, 2",INTAKES,LEAKING
105250,R/H ENGINE #4,ROCKER COVER,LEAKING
105251,R/H,"ENG BACKBONE BOLT, A LITTLE",LEAKS
105252,#3 CYLINDER,,LOW COMPRESSION
105253,#3 CYLINDER,,LOW COMPRESSION
105254,#3 CYLINDER,,LOW COMPRESSION
105255,,,CAUSE SPUTTER &
105256,#4,INTAKE GASKET,LEAKS
105257,#4,INTAKE GASKET,LEAKING
105258,,,
105259,#2 CYL,,COMPRESSION LOW
105260,#1 & 3 CYL,"BAFFLE TIE ROD, NOT",HOOOKED UP
105261,#2 CYL,,COMPRESSION LOW
105262,"R/H, R/H AFT ENGINE",BAFFLE,CRACKED
105263,L/H ENG #3,INTAKE TUBE GASKETS,LEAKING
105264,R/H ENG #3,INTAKE TUBE GASKET,LEAKING
105265,#4,INTAKE GASKET,LEAKING
105266,R/H ENG #1,INTAKE,LEAKING
105267,#3 & 4 L/H,ROCKER COVERS,LEAKING
105268,#2 CYL,VALVE,STICKING
105269,#2 CYL,VALVE,STICKING
105270,#2 CYL,VALVE,STICKING
105271,L/H,,SHUTTERED
105272,#2,BAFFLE SEAL,LOOSE
105273,,BAFFLE PLUG,BROKEN
105274,#1 CYL,BAFFLE SEAL,SECURED
105275,#3,INTAKE,LEAKING
105276,,BAFFLE,CRACKED
105277,R/H REAR,BAFFLE MOUNT,LOOSE
105278,#4,INTAKE,LEAKING
105279,"ENGINE, ENGINE",,CLIMBING
105280,R/H REAR,BAFFLE SCREW,LOOSE
105281,#2,INTAKE TUBE,LEAKING
105282,ENGINE,,"RPM DROPPED, CONTINUED"
105283,ENGINE,,"RPM DROPPED, CONTINUED"
105284,"R/H, #4 CYLINDER",BAFFLE SEAL,LOOSE
105285,"L/H ENG, CYL #2",INTAKE GASKET,LEAKING
105286,#1 & 4,INTAKES,LEAKING
105287,,,"BLACK FWD LWR ENG SEAL, WORN"
105288,R/H ENG #1,INTAKE,LEAKING
105289,#4,INTAKE GASKET,LEAKS
