id,engine,cylinders,part,problem,details
102890,,[4],ROCKER COVER GASKET,LEAKING,#4 ROCKER COVER GASKET LEAKING
102901,L,[2],INTAKE GASKET,LEAKING,
102902,R,"[2, 3]",INTAKE GASKET,LEAKING,
102903,R,[3],ROCKER COVER,MISSING,
102904,R,"[2, 3, 4]",ROCKER COVER GASKET,LEAKING,
102905,L,"[2, 3, 4]",ROCKER COVER GASKET,LEAKING,
102906,L,[3],BAFFLE BOLT,MISSING,
102907,,,ROCKER DRAIN LINES,LOOSE,ALL OF (B NUTS) ARE LOOSE
102908,,,INTAKE,LEAKING,
102909,,,BAFFLE TIE ROD,BROKEN,
102910,L,,ROCKER COVER SCREWS,LOOSE,
102921,,[1],ROCKER COVER GASKET,LEAKING,
102922,L,,BAFFLE,CRACKED,AFT
102923,,[4],BAFFLE,CRACKED,AFT
102924,,,OIL COOLER,CRACK,"SMALL, O/B FWD"
102925,,,OIL TUBE DRAIN LINES,LOOSE,FOR CYLINDERS
102926,,[2],ROCKER ARM COVER,LEAKING,
102927,,[2],BAFFLE SEAL,LOOSE,FWD OF #2 CYL
102928,,"[3, 4]",INTAKES,LEAKING,
102929,R,[2],ROCKER COVER,LEAKS,
102930,,[3],CYL,COMPRESSION,"ZERO, L/H ENG"
102941,L,[4],,COMPRESSION,LOW LEAKING
102942,L,[4],,COMPRESSION,LOW LEAKING
102943,L,[4],,COMPRESSION,LOW LEAKING
102944,,[3],INTAKE,LEAKING,
102945,,[2],INTAKE,LEAKING,
102946,,[3],,COMPRESSION,LOW (50/80)
102947,R,,ENGINE BAFFLE,FELL_OFF,BOTTOM RIVET HEAD SHEARED OFF
102948,,,PUSH ROD TUBE,BENT,
102949,,,PUSH ROD TUBE,BENT,
102950,,[2],ROCKER COVER GASKET,LEAKING,
102961,,[2],ROCKER COVER GASKET,LEAKING,
102962,R,"[2, 4]",ENG BAFFLE,REQ,REWORK
102963,L,"[2, 4]",INTAKE GASKETS,LEAKING,
102964,,,UPPER BAFFLE HOLE PLUGS,WORN,
102965,,[1],ROCKER COVER,LEAKING,
102966,,[1],,COMPRESSION,LOW
102967,,[1],,COMPRESSION,LOW
102968,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102969,,[4],BAFFLE,CRACKED,PAST STOP DRILL
102970,,[3],BAFFLE PLUG HOLE,REQUIRES,PATCH
102981,L,,BAFFLE BUTTON PLUG,NEEDS,TO BE REPLACED
102982,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
102983,R,,BAFFLE SEAL,NEEDS REPLACEMENT,
102984,R,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
102985,,[2],INTAKE,LEAKING,
102986,,"[2, 3]",ROCKER COVERS,LEAKING,
102987,,"[2, 4]",INTERCYLINDER BAFFLE CONNECTING ROD,BROKEN,
102988,R,[4],INTAKE,LOOSE,
102989,L,[4],INTAKE,LEAKING,
102990,L,"[2, 3]",ROCKER COVERS,LEAKING,
103001,,,UPPER COWLING,NEEDS,SMALL PIECE OF CHAFE TAPE
103002,L,,UPPER ENG BAFFLING,WORN,SEAL SUPPORT
103003,,"[2, 4]",SPIRAL WRAP,MELTED,BETWEEN #2 & 4 CYLDERS
103004,,[2],ROCKER COVER,LEAKING,
103005,,[3],ROCKER COVER,NEEDS,BOTTOM SCREW SWAPPED W/ AFT BAFFLE
103006,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
103007,,[3],BAFFLING,MISSING,SPARK PLUG ACCESS PLUG
103008,,[2],CYL BAFFLING,CRACK,NOTED ON TOP OF #2 CYL BAFFLING
103009,R,,FWD BAFFLE,LOOSE,
103010,,[3],AFT BAFFLE,CRACKED,
103021,,,ENGINE,REQUIRES,TIME CHANGE
103022,,[2],INTAKE,LEAKING,
103025,,[3],ROCKER COVER,LEAKING,GASKET
103026,,[3],INTAKE,LEAKING,GASKET
103027,,[2],INTAKE,LEAKING,GASKET
103028,,[2],ROCKER COVER,LEAKING,GASKET
103029,,[4],INTAKE,LEAKING,
103030,,,ENGINE,RPM,FLUCTUATE 200 - 250 @ HOVER. RAN ROUGH
103041,,[2],,COMPRESSION,LOW
103042,,"[2, 3]",ROCKER COVERS,LEAKING,
103043,,[2],ROCKER COVER,LEAKING,
103044,,,,OVERSPEED,
103045,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
103046,,[4],INTAKE GASKET,LEAKING,
103047,,,SNIFFLER VALVE,DIRTY,
103048,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
103049,,"[2, 3, 4]",ROCKER GASKETS,LEAKING,
103050,,[2],INTAKE,LEAKING,
103061,,[2],INTAKE,LEAKING,
103062,,[3],INTAKE,LEAKING,
103063,,[4],INDUCTION TUBE GASKET,LEAKING,
103064,R,,ENGINE BAFFLE,LOOSE,SUPPORT BRACKET
103065,R,,BOTTOM R/H BAFFLE TIE DOWN,UNSECURED,FROM BAFFLE
103066,R,,ENGINE BAFFLE SEAL,NEEDS,TO BE SECURED
103067,,"[2, 3]",INTAKE GASKET,LEAKING,
103068,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
103069,,[1],CYL BAFFLE,CRACK,NOTED BY CYL HEAD SCREW PLATE
103070,,[4],INTAKE,LEAKING,
103081,,[],FRONT BAFFLE SEAL,WORN,BY ENG INLET & EDGES
103082,,"[1, 2, 3, 4]",OIL RETURN LINES,LEAKING,
103083,,[3],INTAKE,LEAKING,
103084,,[2],ROCKER COVER,LEAKING,
103085,,[1],ROCKER GASKET,LEAKING,
103086,,[1],INTAKE GASKET,LEAKING,
103087,,"[2, 4]",INTAKES,LEAKING,
103088,,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103089,,"[2, 4]",ROCKER COVERS,MISSING,HARDWARE
103090,,[1],CYL BAFFLE,CRACK,"NOTED ON INSIDE, BY SCREW PLATE"
103101,R,"[2, 3]",INTAKES,LEAKING,
103102,L,"[2, 3, 4]",INTAKES,LEAKING,
103103,R,"[4, 2, 3]",ROCKER COVERS,LEAKING,
103104,,[2],INTAKE GASKET,LEAKING,
103105,,,,THROTTLE,ADVANCED TO FULL POWER; RPM W
103106,,,FWD BAFFLE SEALS,WORN,SPOTS
103107,R,[4],INTAKE GASKET,LEAKING,
103108,L,"[2, 4]",INTAKES,LEAKING,
103109,R,[4],ROCKER GASKET,LEAKING,
103110,,[4],ROCKER COVER,LEAKING,
103121,,,ENGINE,LEAK,W/ OIL
103122,,"[3, 4]",INTAKE GASKETS,LEAKING,
103123,,,,ROUGH,"NEAR IDLE, ENGINE WAS A LITTLE"
103124,F,,ENG BAFFLE SEAL,TORN,ABOVE VACUUM PUMP
103125,F,,PLUGS SAFETY WIRE,LOOSE,& CHAFING THROUGH
103126,F,,ENG BAFFLE SEAL,TORN,ABOVE VACUUM PUMP
103127,,[3],SCREW,MISSING,AT #3 CYL BAFFLE
103128,L,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
103129,,,BAFFLE SEAL,CHAFED,ABOVE AIR FILTER BOX
103130,,[2],INTAKE TUBE GASKET,LEAKING,
103141,,,ENGINE BAFFLE,WORN,
103142,,"[1, 2, 3]",ROCKER COVERS,LEAKING,
103143,,[3],INTAKE GASKET,LEAKING,
103144,R,[1],INTERCYLINDER BAFFLE SPRING,BROKEN,
103145,,"[1, 2]",INTAKES,LEAKING,
103146,,"[1, 4]",INTAKE GASKETS,LEAKING,
103147,,[2],INTAKE GASKET,LEAKING,
103148,,[1],ROCKER COVER GASKET,LEAKING,
103149,,[1],ROCKER DRAIN LINE,LOOSE,
103150,,[2],ROCKER COVER,LEAKING,
103161,,[],ROCKER COVER GASKET,LEAKING,
103162,,"[2, 4]",INTAKES,LEAKING,
103163,,"[3, 4]",ROCKER COVERS,LEAK,
103164,,[1],ROCKER BOX COVER GASKET,LEAKING,
103165,,[],PROPELLER FLANGE,RUN,OUT CK REQUESTED
103166,L,[1],,LEAKING,
103167,,[3],BAFFLE BRACKET,SHEARED,"OFF RIVETS ON, BEHIND"
103168,,[3],BAFFLE BRACKET,SHEARED,"OFF RIVETS ON, BEHIND"
103169,,[],LWR FWD ENG SEAL,WORN,IN AREA ABOVE ENG INLET
103170,,"[3, 4]",,REMOVED,BY OFF SITE MAINTENANCE
103181,,[1],EXHAUST VALVE,COMPRESSION,ZERO
103182,,[2],INTAKE,LEAK,
103183,,,BAFFLE BUTTONS,NEED,2 NEW
103184,L,,ENG COWL SEAL,WEARING,ON ENGINE INTAKE
103185,,[2],INTAKE GASKET,LEAKING,
103186,,[1],INTAKE GASKET,LEAKING,
103187,,[1],OUTER BAFFLING,CRACK,
103188,,"[2, 3]",INTAKE GASKETS,LEAKING,
103189,,[1],BOTTOM BAFFLE,CHAFING,
103190,,[4],BOTTOM BAFFLE,CRACKED,
103201,R,,HOISTING LOOP,LEAK,AT
103202,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103203,R,[1],SIDE BAFFLE SEAL,LOOSE,
103204,L,"[2, 4]",INTAKE GASKETS,LEAKING,
103205,L,"[1, 3, 4]",ROCKER COVER GASKET,LEAKING,
103206,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103207,L,"[2, 4]",INTAKE GASKETS,LEAKING,
103208,R,,HOISTING LOOP,LEAK,AT
103209,L,"[1, 3, 4]",ROCKER COVER GASKET,LEAKING,
103210,,,LOWER COWL SEAL,LOOSE,
103221,,,BAFFLE PLUGS,MISSING,TABS
103222,L,[4],ROCKER COVER,LEAKING,
103223,L,"[2, 4]",INTAKES,LEAKING,
103224,R,"[2, 3, 4]",ENGINE INTAKES,LEAKING,
103225,,[4],INTAKE,LEAKING,
103226,R,,BAFFLE TIE ROD,BROKEN,
103227,,[4],ROCKER COVER GASKET,LEAKING,
103228,,"[1, 4]",INTAKE GASKETS,LEAKING,
103229,,[1],OUTER CYL BAFFLING,CRACKED,BY NUTPLATE
103230,,[4],INDUCTION TUBE GASKET,LEAKING,
103241,,[2],SPARK PLUG,EXTRA,ON TOP OF
103242,,[1],ENGINE BAFFLE,CRACKED,ABOVE #1 CYL
103243,,[4],INTAKE GASKET,LEAKING,
103244,,,BAFFLE PLUG,DAMAGED,REQUIRES REPLACEMENT
103245,,[4],ROCKER COVER,LEAKING,
103246,,,PROP/ENGINE,OVERSPEED,
103247,,"[1, 2, 3]",INTAKE GASKET,LEAKING,
103248,,"[3, 4]",ROCKER COVER GASKET,LEAKING,
103249,,[2],INTAKE,LEAKING,
103250,,[2],INTAKE,LEAKING,
103261,,"[1, 3, 4, 2]",ROCKER COVERS,LEAKING,ALL 4
103262,,,BAFFLE PLUGS,WORN,TABS ARE WORN OFF
103263,,[1],INTAKE,LEAKING,
103264,,"[1, 2, 3, 4]",INTAKE GASKETS,LEAKING,
103265,,"[1, 4]",ROCKER COVER GASKETS,LEAKING,
103266,L,"[2, 3, 4]",INTAKES,LEAKING,ON L/H ENGINE
103267,R,,BAFFLE SEAL,LOOSE,FWD
103268,R,,ENGINE BAFFLE ATTACH BRACKET,LOOSE,REAR
103269,,[2],INTAKE GASKET,LEAKING,
103270,,"[3, 4]",SIDE BAFFLE SEALS,WORN,
103281,L,"[2, 4]",INTAKE GASKETS,LEAKING,ON L/H ENGINE
103282,L,"[3, 4]",ROCKER COVERS,LEAKING,ON L/H ENGINE
103283,R,,BAFFLE TIE ROD,RUBBING,ON OIL RETURN LINE CLAMP
103284,L,"[2, 3, 4]",INTAKE GASKETS,LEAKING,ON L/H ENGINE
103285,R,,ENGINE BACK BONE,SEEPING,OIL
103286,R,"[2, 4]",ROCKER BOX COVERS,LEAKING,ON R/H ENGINE
103287,L,"[1, 3]",BAFFLE CONNECTION ROD,LOOSE,ON L/H ENGINE
103288,,"[3, 4]",INTAKE,LEAKING,
103289,,"[3, 4]",BAFFLE PLUGS,WORN,ABOVE #3 & 4 CYL
103290,L,,BAFFLE,REQUIRES,BAFFLE PLUG PATCH
103301,L,"[1, 4]",ROCKER GASKETS,LEAKING,ON L/H ENGINE
103302,L,,BACK BONE,LEAKING,OIL IN MIDDLE
103303,L,,INTAKE GASKETS,LEAKING,ON L/H ENGINE
103304,L,,QUICK DRAIN,NEEDS,INSTALLATION
103305,R,,QUICK DRAIN,NEEDS,INSTALLATION
103306,,"[1, 2, 4]",CYL INTAKES,LEAKING,
103307,,[1],INTAKE GASKET,LEAKING,
103308,,[2],STAND OFF,BROKEN,ON #2 CYL
103309,,,BATTERY BOX BRACKET,CRACKED,
103310,,,OIL LEAK,SIMULATED,ON ENGINE
103321,,,WIRING,UNSUPPORTED,BETWEEN #2 - 4
103322,L,[1],,RED,X AT FULL POWER
103323,L,[1],,RED,X
103324,L,[1],ROCKER COVER,LEAKING,
103325,L,[1],,RED,X AT FULL POWER
103326,,"[1, 2, 4]",INTAKE GASKETS,LEAKING,
103327,R,,,FAILED,ENGINE RAN ROUGH & ALMOST QUIT
103328,R,"[2, 4]",INTAKES,LEAKING,
103329,L,"[1, 3]",INTAKES,LEAKING,
103330,,"[3, 4]",INTAKE GASKETS,LEAKING,
103341,,[2],INTAKE GASKET,LEAKING,
103342,,[1],BAFFLE,CRACKED,ABOVE #1 CYL
103343,,[2],INTAKE GASKET,LEAKING,
103344,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
103345,,"[1, 2, 4]",INTAKES,LEAKING,
103346,R,,ENG BAFFLE,BROKEN,PLUG LOCK TAB
103347,,[4],INTAKE GASKET,LEAKING,
103348,,[3],INTAKE,LEAKING,
103349,R,,BAFFLE,MISSING,SCREW
103350,L,,ENG BAFFLE SEAL,WORN,FWD LWR ABOVE ENG AIR INTAKE
103361,,,BAFFLE,CRACKED,
103362,L,,FWD LWR COWL SEAL,WORN,ABOVE AIR INTAKE
103363,R,[4],BAFFLE,MISSING,BOLT
103364,,[4],ROCKER COVER GASKET,LEAKING,
103365,,"[1, 2]",INTAKE GASKETS,LEAKING,
103366,R,[3],INTAKE GASKET,LEAKING,
103367,,[3],ROCKER COVER GASKET,LEAKING,
103368,,[4],ROCKER COVER,LEAKING,
103369,,,ROCKER COVER SCREWS,NEED,TIGHTENING
103370,R,,BAFFLE TIE ROD,BROKEN,
103381,R,,ENGINE BAFFLE,LOOSE,
103382,,,INTAKE TUBE,LEAKING,GASKET
103383,,,FWD LWR BAFFLE SEAL,WEARING,
103384,R,,,START,
103385,,,,NEEDS,
103386,,,,NEEDS,
103387,,,,NEEDS,
103388,,,,NEEDS,
103389,,,,NEEDS,
103390,,,,NEEDS,
103401,,[1],FWD BAFFLE,CRACKED,
103402,,[4],ROCKER COVER,LEAKING,
103403,,"[2, 4]",INTAKES,LEAKING,
103404,,[2],,LEAKING,GASKET
103405,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
103406,,"[2, 4]",CYL BAFFLE CONNECTION ROD,BROKEN,
103407,,[2],,LEAKING,GASKET
103408,R,,ENGINE BAFFLE,SCREW MISSING,
103409,,[4],INDUCTION TUBE,LEAKING,GASKET
103410,,[3],ROCKER,LEAKING,
103421,,,ENG SEAL,WORN,BLACK
103422,,[3],AFT BAFFLE SUPPORT BRACKET,MISSING,SCREW
103423,,"[2, 4]",BAFFLE FASTENER,BROKEN,IS
103424,,,,STUCK,MOMENTARY VALVE W/ SLIGHT DROP IN RPM. IN CRUISE FLIGH
103425,,,,STUCK,MOMENTARY VALVE W/ SLIGHT DROP IN RPM. IN CRUISE FLIGH
103426,,[3],INTAKE,FEELS,LOOSE
103427,,[2],INTAKE,LEAKING,
103428,,[3],ROCKER COVER,LEAKING,
103429,,[4],INTAKE GASKET,LEAKING,
103430,,[4],INTAKE GASKET,LEAKS,
103441,L,[1],ROCKER GASKET,LEAKING,ON L/H ENGINE
103442,R,"[3, 4]",ROCKER COVER GASKET,LEAKING,(R/H ENGINE)
103443,L,"[3, 4]",INTAKE GASKET,LEAKING,L/H ENGINE
103444,R,"[2, 4]",INTAKE GASKET,LEAKING,R/H ENGINE
103445,,[3],AFT BAFFLE,WORN,
103446,,[1],CYLINDER BASE,LEAKING,AT LOWER AFT CORNER
103447,,,,,DUCT TAPE ON BACK OF OIL COOLER
103448,,,ENGINE,TOE,
103449,,[2],INTAKE,LEAKING,
103450,,,SEAL,WEARING,"AT FWD LWR BAFFLE, ABOVE INTAKE"
103461,,[],ENGINE,NEEDS,TO BE FOGGED
103462,,[],ENGINE,NEEDS,TO BE FOGGED
103463,,[],ENGINE,NEEDS,TO BE FOGGED
103464,L,[4],INTAKE GASKET,LEAKING,
103465,R,[1],INTAKE,LEAKING,
103466,L,[3],ENGINE BAFFLE,CRACKED,AFT OF #3 CYL
103467,R,"[3, 4]",INTAKE GASKET,LEAKING,
103468,R,[4],ROCKER COVER GASKET,LEAKING,
103469,R,[3],,COMPRESSION,LOW
103470,,[2],INTAKE,LEAKING,
103481,,[3],BAFFLE,DAMAGED,
103482,,[3],IGNITION LEAD STAND OFF,BROKEN,
103483,,"[3, 4]",ROCKER COVERS,LEAKING,
103484,,"[3, 4]",ROCKER COVERS,LEAKING,
103485,,"[2, 4]",INTAKE GASKET,TORN,
103486,,"[1, 2]",ROCKER GASKETS,LEAKING,
103487,,[3],AFT BAFFLE BRACKET,PULLED,
103488,,,,NEEDED,START ASSIST
103489,,[3],INTAKE,LEAKING,
103490,,[4],BAFFLE HOLE/PLUG,WORN,
103501,L,[3],INTAKE TUBE GASKET,LEAKING,
103502,LEFT,[3],INTAKE,LEAKING,
103503,,[4],INTAKE GASKET,LEAKING,
103504,,[1],FWD BAFFLE SEAL,HOLE WORN,
103505,,[1],ROCKER COVER,LEAKING,
103506,,"[2, 3]",INTAKE GASKETS,LEAKING,
103507,,,BAFFLE PLUGS,LOOSE & BROKEN,
103508,,[4],INTAKE,LEAKING,
103509,,,,,"UPON RUN UP, HAD MAG DROP OF 300+ RPM W/ AGGRESSIVE SHAKING"
103510,,[2],INTAKE,LEAK,
103521,,[4],INTAKE,LEAKING,
103522,L,[4],INTAKE GASKET,LEAKING,
103523,R,[1],INTAKE GASKET,LEAKING,
103524,,[1],INTAKE GASKET,LEAKING,
103525,,"[2, 4]",ROCKER GASKETS,LEAKING,
103526,,"[3, 4]",INTAKES,LEAKING,
103527,,[1],,COMPRESSION,LOW (30/80)
103528,,[1],,COMPRESSION,LOW (30/80)
103529,,[1],,COMPRESSION,LOW (30/80)
103530,,[1],,COMPRESSION,LOW (30/80)
103541,R,[1],INTAKE GASKET,LEAKING,
103542,R,"[3, 4]",INTAKE,LEAKING,
103543,,,,QUIT,"IDLE, LOW RPM DURING TAXI, SMALL ADJUSTMENTS"
103544,L,"[2, 3]",INTAKE,LEAKING,
103545,R,"[1, 3]",ROCKER COVERS,LEAKING,
103546,R,[4],INTAKE,LEAKING,
103547,R,"[1, 3]",ROCKER COVERS,LEAKING,
103548,L,"[2, 3]",INTAKE,LEAKING,
103549,L,[4],,COMPRESSION,NO
103550,L,[4],,COMPRESSION,NO
103561,,,INTAKE GASKET,LEAKING,
103562,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
103563,,[1],OUTER CYLINDER BAFFLING,MISSING,
103564,,,CRANKCASE SPIN BOLT,MISSING NUT,
103565,R,,BAFFLE PLUG,LOOSE,W/ TABS BROKEN
103566,R,,,ROUGH,
103567,R,,REAR BAFFLE MOUNTING SCREW,LOOSE,
103568,,[1],INDUCTION TUBE GASKET,LEAKING,
103569,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
103570,,,CRANKCASE,LEAKING OIL,THROUGH 2 MIDDLE THRO
103581,L,,BLEED AIR LINE,CHAFING,
103582,L,,AFT COWL I/B ACCESS PANEL,STRIPPED,SCREW
103583,L,,,SMOKING,AFTER SHUT DOWN
103584,,"[1, 4]",INTAKE GASKETS,LEAKING,
103585,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
103586,,"[1, 2]",INTAKE GASKETS,LEAKING,
103587,R,,,ROUGH,DURING TAXI
103588,,[1],ROCKER GASKET,LEAKING,
103589,,[1],INTAKE GASKET,LEAKING,
103590,,[1],ROCKER COVER GASKET,LEAKING,
103601,L,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103602,,[2],INTAKE GASKET,LEAKING,
103603,,[3],ROCKER COVER GASKET,LEAKING,
103604,,[2],INTAKE GASKET,LEAKING,
103605,L,[4],INTAKE GASKET,LEAKING,
103606,L,[4],SIDE BAFFLE,MISSING,A BOLT
103607,R,[4],ROCKER COVER GASKET,LEAKING,
103608,L,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
103609,,[3],ROCKER COVER GASKET,LEAKING,
103610,R,[3],,FELL_OFF,RIVET
103621,,,INTAKE GASKET,LEAKING,
103622,,[3],BAFFLE BRACKET,MISSING,SCREW
103623,,,COVER SCREW,BROKEN,ON GROUND
103624,L,[2],ENGINE BAFFLE,CRACKED,
103625,,"[1, 2]",INTAKE GASKETS,LEAKING,
103626,,[4],ROCKER GASKET,LEAKING,
103627,,[2],CYL BAFFLE SEAL,NEEDS,TO BE SECURED
103628,L,[1],CYL FWD BAFFLE,CRACKED,
103629,,[4],INTAKE GASKET,LEAKING,
103630,L,[2],,RUNNING,ROUGH AT IDLE
103641,L,[1],ENGINE BAFFLE,CRACKED,ABOVE #1 CYL
103642,,,INTAKE GASKET,LEAKING,
103643,,"[2, 4]",ROCKER COVER GASKET,LEAKING,
103644,,,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL
103645,,[2],ROCKER COVER GASKET,LEAKING,
103646,,"[2, 4]",INTAKE GASKET,LEAKING,
103647,,"[3, 4]",ROCKER COVER GASKET,LEAKING,
103648,R,,BAFFLE SPRING,BROKEN,
103649,,[2],INTAKE GASKET,LEAKING,
103650,,[1],ROCKER COVER,LEAKING,
103661,,,INTAKE GASKET,LEAKING,
103662,,,INTAKE GASKET,LEAKING,
103663,,,ROCKER COVER GASKET,LEAKING,
103664,,,ROCKER COVER GASKET,LEAKING,
103665,,,AFT BAFFLE SCREW,LOOSE,BEHIND DIPSTICK TUBE
103666,F,,ENG SEAL,WORN,ABOVE AIR INTAKE
103667,,,INTAKE,LEAKING,
103668,,[2],INTAKE GASKET,LEAKING,
103669,L,[2],BAFFLE,LOOSE,
103670,,"[1, 2, 4]",ROCKER GASKETS,LEAKING,
103681,,[2],ROCKER GASKET,LEAKING,
103682,,[1],ROCKER GASKET,LEAKING,
103683,,"[2, 4]",INTERCOOLING BAFFLE WIRE,NEEDS,TO BE REPOSITI
103684,R,"[3, 4]",INTAKE GASKETS,LEAKING,
103685,L,"[2, 4]",INTAKES,LEAKING,
103686,,,BAFFLE PLUG,FELL_OFF,
103687,,,DIPSTICK,INSTALLED,SHORT
103688,,,SEAL,WORN,AT AIR INTAKE
103689,L,,ROCKER BOX COVER SCREWS,LOOSE,
103690,L,[1],ROCKER COVER GASKET,LEAKING,
103701,,,BAFFLE PLUGS,WORN,
103702,,,ENGINE BAFFLE,LOOSE,BEHIND OIL FILLER TUBE
103703,,,PILOTS SEAT,LOOSE,CABLE SHEATH
103704,,,SNIFFLER VALVES,DIRTY,
103705,,[3],BAFFLE SEAL,LOOSE,RIVETS
103706,,,ENGINE CASE,LEAKING,TOP BOLT
103707,,[4],CYLINDER INTAKE GASKET,LEAKING,
103708,,,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL
103709,,[2],INTAKE TUBE GASKET,LEAKING,
103710,,[3],CYL #3 BAFFLE,MISSING,SCREW
103721,,,INTAKE TUBE GASKET,LEAKING,
103722,,,INATKE GASKET,LEAKING,
103723,,,ROCKER COVER GASKET,LEAKING,
103724,,,ENGINE BAFFLE,MISSING,SCREW BEHIND DIPSTICK
103725,,,OIL COOLER,TIMED OUT,
103726,R,[2],ENGINE BAFFLE SEAL,PULLED THROUGH,RIVET ABOVE #2 CYL
103727,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
103728,,,OIL COOLER,FOD,
103729,,,ENGINE,FOD,
103730,,[2],ROCKER COVER GASKET,LEAKING,
103741,R,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
103742,,"[1, 2, 4]",ROCKER COVER GASKETS,LEAKING,
103743,,[4],INTAKE GASKET,LEAKING,
103744,,[1],BAFFLE SEAL,LOOSE,
103745,,"[1, 2]",ROCKER COVER GASKETS,LEAKING,
103746,,[2],INTAKE,LEAKING,
103747,,"[2, 4]",ROCKER COVERS,LEAKING,
103748,,[2],INTAKE GASKET,LEAKING,
103749,,"[3, 4]",ROCKER GASKETS,LEAKING,
103750,L,,BAFFLE TIE WIRE,BROKEN,
103761,L,,ENGINE BAFFLE SUPPORT,CRACKED,
103762,R,"[2, 4]",INTAKES,LEAKING,
103763,R,[1],CYL,COMPRESSION,LOW (55 PSI)
103764,,,INTAKE GASKETS,LEAKING,
103765,,[4],ROCKER COVER GASKET,LEAKING,
103766,,[4],ROCKER COVER GASKET,LEAKING,
103767,,[4],INTAKE,LEAKING,
103768,L,"[1, 4]",ROCKER COVERS,LEAKING,
103769,,,FIREWALLS,NEED,"TO BE SEALED, WHERE ENG CONTROL"
103770,R,,BAFFLE TIE ROD,RUBBING,
103781,,[4],INTAKE,LEAKING,
103782,,,GROMMET FOR OIL PRESSURE SWITCH WIRE HARNESS,DAMAGED,
103783,L,[4],ENGINE BAFFLE,CRACKED,TOP CORNER NEXT TO CYL #4
103784,L,,NACELLE,OIL COLLECTING,ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR
103785,L,,NACELLE,OIL COLLECTING,ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR
103786,L,,NACELLE,OIL COLLECTING,ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR
103787,L,,,START ASSIST,ON L/H ENGINE
103788,,,,OVERSPED,HIGHEST NUMBER SEEN WAS 2740. N
103789,L,,,UNABLE,CREW WAS UNABLE TO START L/H ENGINE
103790,L,,,START ASSIST,L/H ENGINE
103801,R,"[3, 4]",INTAKE GASKETS,LEAKING,
103802,L,[3],INTAKE,LEAKING,
103803,L,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
103804,,"[3, 4]",INTAKES,LEAKING,
103805,,,CRANKCASE,LEAK,"FRONT LOWER PORTION, NEAR OIL SEAL"
103806,,,CRANKCASE,LEAK,"FRONT LOWER PORTION, NEAR OIL SEAL"
103807,,[3],BAFFLE,MISSING,FROM #3 SIDE
103808,,[3],INTAKE TUBE GASKET,LEAKING,
103809,,[2],ROCKER BOX COVER,LEAKING,
103810,L,[2],ENGINE BAFFLE,LOOSE,FWD
103821,,,ROCKER COVER,LOOSE,ALL SCREWS ARE
103822,,"[2, 4]",INTAKE GASKETS,LEAKING,
103823,,"[2, 4]",INTAKE,LEAKING,
103824,,"[3, 4, 1]",INTAKES,LEAKING,
103825,R,[3],ROCKER COVER,LEAKING,
103826,L,[3],INTAKE GASKET,LEAKING,
103827,R,[2],INTAKE GASKET,LEAKING,
103828,R,[3],ENGINE BAFFLE,CRACK,ABOVE #3 CYL
103829,L,[4],COWL SEAL,,UNSECURED ABOVE #4 CYL
103830,R,[2],PRIMER LINE,CHAFING,ON #2 INTAKE TUBE
103841,R,[3],SIDE BAFFLE,CRACKED,ON R/H ENGINE
103842,R,[3],INTAKE,LEAKING,ON R/H ENGINE
103843,L,"[2, 4]",INTAKES,LEAKING,ON L/H ENGINE
103844,R,[3],AFT BAFFLE,CRACKED,ON R/H ENGINE
103846,,[1],FWD BAFFLE SEAL,LOOSE,
103847,,[4],ROCKER COVER GASKET,LEAKING,
103848,,[3],REAR BAFFLE SCREW,LOOSE,
103849,,[3],INTAKE GASKET,LEAKING,
103850,,[2],INTAKE GASKET,LEAKING,
103861,,,INDUCTION TUBE GASKET,LEAKING,
103862,R,,,LEAKING,FROM TOP OF R/H ENG COWLING
103863,R,,,LEAKING,FROM TOP OF R/H ENG COWLING
