IDENT,ActionPart,ActionTaken
104462,,"REPLACED, TIE WIRE ASSY"
104463,GASKET,REMOVED & REPLACED
104464,GASKET,REMOVED & REPLACED
104465,ROCKER COVER GASKET,REMOVED & REPLACED
104466,RETURN LINES,TIGHTENED
104467,SCREW,INSTALLED
104468,SILICONE GASKET,REMOVED & REPLACED
104469,,
104470,GASKET,REMOVED & REPLACED
104471,INTAKE GASKETS,REMOVED & REPLACED
104472,,"REMOVED, PROP & FLYWHEEL"
104473,UP TO,"RAN, TEMPS, RAN SMOOTH"
104474,UP TO TEMPS,RAN
104475,,"REPLACED, TIE ROD"
104476,GASKETS,REMOVED & REPLACED
104477,INTAKE GASKET,REMOVED & REPLACED
104478,GASKET,REMOVED & REPLACED
104479,GASKET,REMOVED & REPLACED
104480,GASKET,REMOVED & REPLACED
104481,BOTH ROCKER GASKETS,REMOVED & REPLACED
104482,"BOTH, INTAKE GASKETS",REPLACED
104483,,
104484,,
104485,,
104486,"CYL, CK",REASSEMBLED
104487,,
104488,"REASSEMBLY, CK",
104489,CYL,"DISASSEMBLED, REMOVE"
104490,"ENGINE, CYLINDER",
104491,"ENGINE, CYLINDER",
104492,"CYL, ROD TOO SHORT",REASSEMBLED
104493,CYL,"DISASSEMBLED, REMOVE"
104494,"REASSEMBLY, PUSH ROD TOO SHORT",
104495,INTAKE GASKET,REMOVED & REPLACED
104496,PLUG,REMOVED & REPLACED
104497,,
104498,GASKETS,INSTALLED
104499,INTAKE TUBE GASKET,INSTALLED
104500,GASKET,REPLACED
104501,FOD,REMOVED
104502,,
104503,ROD TO BE,TENSION
104504,VALVES,CLEANED
104505,,INSTALLED
104506,SCREEN,CLEANED
104507,GASKET,REMOVED & REPLACED
104508,,
104509,,
104510,,REVIEWED
104511,GASKET,REPLACED
104512,,
104513,STAPLES,RECRIMPED
104514,INTAKE GASKET,REPLACED
104515,GASKETS,REPLACED
104516,GASKET,REPLACED
104517,"IDLE, CK",ADJUSTED
104518,GASKET,REPLACED
104519,GASKETS,REMOVED & REPLACED
104520,,INSTALLED
104521,,
104522,GASKET,REMOVED & REPLACED
104523,GASKETS,REMOVED & REPLACED
104524,GASKETS,REMOVED & REPLACED
104525,GASKET,REMOVED & REPLACED
104526,GASKETS,REMOVED & REPLACED
104527,W/ SILICONE GASKET,REMOVED & REPLACED
104528,"BAFFLE SEAL, RIVETS",RESECURED
104529,GASKETS,INSTALLED
104530,INTAKE TUBE GASKETS,INSTALLED
104531,ROCKER COVER SCREW,REPLACED
104532,HARDWARE,INSTALLED
104533,BAFFLE,REMOVED & REPLACED
104534,DEFLECTOR,REMOVED & REPLACED
104535,PUSH TUBE,REMOVED & REPLACED
104536,,"CLEANED, FELT & ADHESIVE"
104537,GASKETS,REMOVED & REPLACED
104538,GASKETS,INSTALLED
104539,GASKETS,REMOVED & REPLACED
104540,GASKET,REMOVED & REPLACED
104541,GASKETS,REMOVED & REPLACED
104542,"INSPECTED & RESEARCHED, HISTORY",
104543,BLOCKAGE,REMOVED
104544,"A/C, ENGINE",
104545,"A/C, ENGINE",RAN
104546,A/C,STARTED
104547,GASKET,REMOVED & REPLACED
104548,GASKET,REMVED & REPLACED
104549,GASKET,REPLACED
104550,GASKET,REMOVED & REPLACED
104551,GASKETS,REMOVED & REPLACED
104552,,REMOVED & REPLACED
104553,"ENGINE, ENGINE",RATED
104554,UP A/C,RAN
104555,INTAKE GASKET,REMOVED & REPLACED
104556,GASKETS,REMOVED & REPLACED
104557,GASKET,REMOVED & REPLACED
104558,GASKET,REMOVED & REPLACED
104559,GASKET,REPLACED
104560,W/ POP RIVETS,SECURED
104561,INTAKE GASKET,REMOVED & REPLACED
104562,GASKET,REMOVED & REPLACED
104563,GASKET,REMOVED & REPLACED
104564,INTAKE GASKETS,REMOVED & REPLACED
104565,,"REPLACED, TIE RODS"
104566,CK,
104567,CK,
104568,CK,
104569,DISASSEMBLY,
104570,CK,
104571,"CYLINDER, CYLINDER",REPLACED
104572,"REASSEMBLY, CK",
104573,CYLINDER,REPLACED
104574,CYLINDER,REPLACED
104575,CYLINDER,REPLACED
104576,INTAKE GASKET,REPLACED
104577,GASKET,REMOVED & REPLACED
104578,INTAKE GASKET,REMOVED & REPLACED
104579,GASKET,REMOVED & REPLACED
104580,GASKET,REPLACED
104581,GASKET,REPLACED
104582,CLAMP,RESECURED
104583,GASKET,REMOVED & REPLACED
104584,SCREW,INSTALLED
104585,"ENGINE, A/C., OPS & LEAK, CK","WASHED, RAN"
104586,PLUG,INSTALLED
104587,INTAKE GASKET,INSTALLED
104588,GASKET,REMOVED & REPLACED
104589,ENGINE,WASHED
104590,CK,
104591,HOLE,CLEANED & SEALED
104592,BAFFLE,"INSTALLED, REPAIRED"
104593,GASKETS,REMOVED & REPLACED
104594,"BOTH, INTAKE GASKETS",REMOVED & REPLACED
104595,INTAKE TUBE,
104596,GASKET,REPLACED
104597,BOTH SNIFFLER VALVES,CLEANED
104598,"CHAFE TAPE, NEEDED",REMOVED & REPLACED
104599,"A/C, DISCREPANCY, CK",RAN
104600,"BAFFLE SEAL, RIVET",SECURED
104601,INTAKE GASKET,REMOVED & REPLACED
104602,INTAKE GASKET,REMOVED & REPLACED
104603,REASSEMBLY,
104604,REPAIRABLE,DAMAGED
104605,BAFFLE & SEAL,
104606,INTAKE GASKET,INSTALLED
104607,GASKET,REMOVED & REPLACED
104608,ROCKER COVER GASKET,REMOVED & REPLACED
104609,BAFFLE BOLT,
104610,AREAS,INSTALLED
104611,BAFFLE,RESECURED
104612,BAFFLE SEAL,REPLACED
104613,ROCKER BOX COVER GASKETS,INSTALLED
104614,"BAFFLE SEALS, RIVETS",RESECURED
104615,GASKET,REMOVED & REPLACED
104616,GASKET,REMOVED & REPLACED
104617,GASKETS,REMED & REPLACED
104618,INTAKE GASKET,REMOVED & REPLACED
104619,PARTS,REPLACED
104620,PUSH RODS,REPLACED
104621,OIL SEAL,INSTALLED
104622,"ENGIEN RUN & LEAK, CK",
104623,"BAFFLES, ENGINE","INSTALLED, ROUTED & SECURED"
104624,"ALT BELT TENSION, BOTH",SET
104625,"STARTER, OIL COOLER",REMOVED
104626,HO,"REMOVED, CYLINDERS"
104627,,
104628,GASKETS,REMOVED & REPLACED
104629,GASKET,REPLACED
104630,"ENGINE, OPS & LEAK, CK",RAN
104631,,REINSTALLED
104632,INTAKE GASKETS,REMOVED & REPLACED
104633,EXHAUST VALVE,
104634,"PUSH ROD, EXHAUST ALVE LEAK, CK",INSTALLED
104635,"AIRWORTHY PARTS TO REPAIRED, BAFFLE ASSY",TRANSFERRED
104636,,CK'ED
104637,,CLEANED
104638,,
104639,GASKETS,REMOVED & REPLACED
104640,INTAKE TUBE,REMOVED & REPLACED
104641,GASKETS,REMOVED & REPLACED
104642,PLUGS,INSTALLED
104643,GASKET,REMOVED & REPLACED
104644,GASKET,REMOVED & REPLACED
104645,ROCKER COVER,REMOVED
104646,GASKETS,REMOVED & REPLACED
104647,BAFFLES,COMPLETED
104648,REQUIRED,
104649,CK,"RAN, UP"
104650,GASKETS,REMOVED & REPLACED
104651,"BAFFLE, BAFFLE MOUNT & REIN",REMOVED
104652,CK,
104653,BOLT,RETORQUED
104654,INTAKE GASKETS,REPLACED
104655,GASKETS,REMOVED & REPLACED
104656,GASKETS,REMOVED & REPLACED
104657,GASKET,REMOVED & REPLACED
104658,IDLE RPM FOR,ADJUSTED
104659,SILICONE GASKET,REMOVED & REPLAED
104660,CLAMP,REMOVED & REPLACED
104661,A/C,"STARTED, DISC"
104662,BOTH SNIFFLER VALVES,CLEANED
104663,GASKETS,REMOVED & REPLACED
104664,BROKEN,REMOVED & REPLACED
104665,GASKET,REPLACED
104666,BOLT,TIGHTENED
104667,GASKETS,REMOVED & REPLACED
104668,VALVES,CLEANED
104669,GASKET,REMOVED & REPLACED
104670,GASKETS,REMOVED & REPLACED
104671,ROCKER COVER GASKETS,INSPECTED
104672,BAFFLE SEAL,
104673,,INSPECTED
104674,BAFFLE PATCH,INSTALLED
104675,GASKET,REMOVED & REPLACED
104676,GASKET,REMOVED & REPLACED
104677,BAFFLE SEAL,
104678,,
104679,GASKETS,REMOVED & REPLACED
104680,A/C,RAN
104681,BOLT,"REMOVED, TEMP"
104682,IDLE ADJUSTMENT TO,SET
104683,GASKET,REMOVED & REPLACED
104684,GASKET,REMOVED & REPLACED
104685,BAFFLE PLUGS,REPLACED
104686,GASKET,REMOVED & REPLACED
104687,GASKETS,INSTALLED
104688,RTV TO WORN AREAS,
104689,CK,
104690,CK,
104691,BAFFLE,INSTALLLED
104692,BAFFLE,REMOVED
104693,INSTALLED & TORQUED,
104694,BAFFLE,REMOVED
104695,INTAKE GASKETS,REPLACED
104696,OIL RETURN & INJ LIN,REMOVED
104697,"EXHAUST, INJECTION LINE & BAFFLING",REINSTALLED
104698,GASKET,REPLACED
104699,"A/C, CK",RAN
104700,,REMOVED
104701,LIFTERS,"REINSTALLED, RODS & ROCKERS"
104702,INTAKE & EXHAUST VALVES,"REMOVED, REMOVED & REPLACED"
104703,"EXHAUST PUSH ROD, ROCKER & ROCK","TEMPORARILY, REINSTALLED"
104704,"ROCKER COVER, ROCKER & EXHAUST PUSH ROD",REMOVED
104705,GASKET,REMOVED & REPLACED
104706,GASKETS,REPLACED
104707,,"TIGHTENED, SCREW"
104708,GASKET,INSTALLED
104709,INTAKE GASKETS,INSTALLED
104710,,"INSTALLED, SCREW"
104711,,
104712,,
104713,,IFINISHED
104714,"PUSH ROD, LASH, CK",INSTALLED
104715,,"INSTALLED, RECEPTILES"
104716,W/ SERVICEABLE,REMOVED & REPLACED
104717,,REMOVED
104718,,REMOVED
104719,,"REMOVED, CYL & PISTON, RINGS & CYL"
104720,PISTON RINGS & CYL,INSTALLED
104721,CYL,"REMOVED, RINGS & CYL"
104722,PISTON RINGS & CYL,INSTALLED
104723,BAFFLE,REMOVED
104724,INTAKE TUBE,INSTALLED
104725,INTAKE TUBE,INSTALLED
104726,"BAFFLE, OIL & FUEL, OIL COO",REMOVED
104727,INTAKE TUBE,INSTALLED
104728,INTAKE TUBE,INSTALLED
104729,,"TIGHTENED, SCREW"
104730,"SEALANT, BAFFLE",
104731,"OIL, ENGINE",INSP & FOUND
104732,TENSION CABLE,INSTALLED
104733,GASKET,REMOVED & REPLACED
104734,GASKET,REMOVED & REPLACED
104735,BAFFLE TIE,REMOVED & REPLACED
104736,,REMOVED & REPLACED
104737,SCROLL,CLEANED
104738,BAFFLE,PATCHED
104739,BAFFLE,REMOVED & REPLACED
104740,INTAKE TUBE,INSTALLED
104741,INTAKE TUBE,INSTALLED
104742,BAFFLE DEFLECTOR,REPLACED
104743,BAFFLES,SEALED
104744,ENGINE,REMOVED
104745,FUSELAGE,
104746,"OIL COOLERS & LINES, COOLERS, CLAMP",INSTALLED
104747,,REMOVED & CLEANED
104748,,"INSTALLED, REMOVED & CLEAN"
104749,BAFFLE FELT,REPLACED
104750,,INSTALLED
104751,BAFFLE & APPLIED,INSTALLED
104752,INSTALLATION,COMPLETED
104753,INTAKE GASKETS,REMOVED & REPLACED
104754,A/C,RAN
104755,GASKET,REMOVED & REPLACED
104756,GASKET,REPLACED
104757,GASKETS,INSTALLED
104758,GASKETS,INSTALLED
104759,GASKET,REMOVED & REPLACED
104760,A/C,RAN
104761,GASKETS,INSTALLED
104762,GASKETS,REMOVED & REPLACED
104763,RIVET,INSTALLED
104764,GASKET,REMOVED & REPLACED
104765,SEAL,SECURED
104766,GASKET,REMOVED & REPLACED
104767,GASKET,REMOVED & REPLACED
104768,"OIL, A/C","SERVICED, RAN"
104769,"INTAKE BOX, MUFFLER & STACKS","REMOVED, AIR"
104770,"CYLINDER ASSY, BASE","INSTALLED, REPAIRED"
104771,EXHAUST PUSH ROD W/ -29 PUSH ROD. EX,REMOVED & REPLACED
104772,,
104773,,INSTALLED
104774,GASKETS,REMOVED & REPLACED
104775,"BOLT, BAFFLE",INSTALLED
104776,GASKET,REMOVED & REPLACED
104777,,"INSPECTED, RINGS"
104778,,CLEANED
104779,"GROUND, IDLE & MIXTURE SETTINGS",
104780,CYL,"REPLACED, INDUCTION TUBE & GASKETS"
104781,INTAKE GASKET,REMOVED & REPLACED
104782,,
104783,GASKET,REMOVED & REPLACED
104784,,SEALED
104785,,"TIGHTENED, SCREW"
104786,INTAKE GASKETS,"REMOVED, CLEANED & REPLACED"
104787,GASKETS,REMOVED & REPLACED
104788,GASKET,REMOVED & REPLACED
104789,GASKET,REMOVED & REPLACE
104790,"A/C, DUPLICATE",RAN
104791,INTAKE GASKETS,INSTALLED
104792,GASKETS,REMOVED & REPLACED
104793,,
104794,,
104795,BAFFLE SECTION,REPLACED
104796,HARDWARE,REPLACED
104797,GASKET,REMOVED & REPLACED
104798,GASKETS,REMOVED & REPLACED
104799,GASKETS,REMOVED & REPLACED
104800,"BAFFLE SEAL, RIVETS",RESECURED
104801,INTERCONNECT ROD,REMOVED & REPLACED
104802,A/C,RAN
104803,GASKET,REPLACED
104804,GASKET,REPLACED
104805,GASKET,REMOVED & REPLACED
104806,GASKETS,REMOVED & REPLACED
104807,FWD BAFFLE SEAL,SECURED
104808,GASKET,REMOVED & REPLACED
104809,GASKET,REMOVED & REPLACED
104810,GASKET,REMOVED & REPLACED
104811,CK,
104812,"CYL ASSY & REPLACED, CYL ASSY",REMOVED
104813,INTAKE GASKET,REPLACED
104814,GASKETS,REMOVED & REPLACED
104815,BRACKET,"REPLACED, STAINLESS"
104816,,
104817,,
104818,"OPS & LEAK, CK",
104819,PLUG,REMOVED
104820,GASKET,REPLACED
104821,GASKET,INSTALLED
104822,"TIE, DRAIN TUBE","INSTALLED, WIRE"
104823,,
104824,GASKETS,REMOVED & REPLACED
104825,GROUND,
104826,,INSPECTED
104827,TOP BACK BOLTS,RETORQUED
104828,GASKETS,INSTALLED
104829,GROUND,
104830,PLUG,INSTALLED
104831,"A/C, CK, DUPLICATE","RAN, DISPCREPANCY"
104832,GASKET,REPLACED
104833,GASKET,REPLACED
104834,BAFFLE TIE,REMOVED & REPLACED
104835,A/C.,STARTED
104836,GASKET,REMOVED & REPLACED
104837,,
104838,GASKETS,REMOVED & REPLACED
104839,GASKET,REMOVED & REPLACED
104840,INTAKE GASKETS,REMOVED & REPLACED
104841,GASKETS,REPLACED
104842,A/C.,STARTED
104843,A/C.,STARTED
104844,IDLE,ADJUSTED
104845,OIL COOLER LINE,REPOSITIONED
104846,GASKETS,REMOVED & REPLACED
104847,,"INSTALLED, SCREW & WASHER"
104848,CK,
104849,BAFFLE SEAL,RESECURED
104850,FITTING,TIGHTENED
104851,GASKET,REMOVED & REPLACED
104852,CK,
104853,LINE,REPOSITIONED
104854,WIRE,REPOSITIONED
104855,GASKET,REMOVED & REPLACED
104856,REMOVAL,
104857,INSTALLED & CONNECTED,
104858,GASKETS,REMOVED & REPLACED
104859,NEEDED,RTV
104860,"A/C, CK",REMOVED & REPLACED
104861,"RIVET, SEAL",INSTALLED
104862,"SEAL SECTION, RIVETS",REPAIRED
104863,GASKET,REPLACED
104864,,"TIGHTENED, SCREW"
104865,"SEAL & PUT, RTV AT, SPOTS",SECURED
104866,GASKETS,REMOVED & REPLACED
104867,BAFFLE SECTION & OIL PRESSURE LINE,REMOVED
104868,UP A/C,"RAN, TEMPERATURE & RECHECKED"
104869,SCREW,INSTALLED
104870,INTAKE GASKET,REMOVED & REPLACED
104871,INTAKE GASKETS,REMOVED & REPLACED
104872,PATCH,REMOVED
104873,GASKET,REMOVED & REPLACED
104874,GASKET,REMOVED & REPLACED
104875,GASKET,REMOVED & REPLACED
104876,SCREW,REPLACED
104877,SILICONE GASKET,REMOVED & REPLACED
104878,BOLT,REINSTALLED
104879,,"REMOVED, SCREW, SCREW"
104880,"INSTALLATION, BAFFLE",
104881,"BAFFLE SEAL, RIVETS",REPLACED
104882,GASKETS,REMOVED & REPLACED
104883,BOOT,REPLACED
104884,GASKET,REMOVED & REPLACED
104885,GASKETS,REMOVED & REPLACED
104886,"REASSEMBLY, ENGINE",
104887,GASKETS,REPLACED
104888,REPLACEMENT,
104889,BAFFLE PLUGS,REMOVED & REPLACED
104890,,INSTALLED
104891,CLAMPS,TIGHTENED
104892,GASKET,REMOVED & REPLACED
104893,"DISASSEMBLY, CYLINDER",
104894,"CYL ASSY, CK",INSTALLED & TORQUED
104895,INSTALLATION,
104896,HOSE,UNKINKED & SECURED
104897,,"TIGHTENED, TIE ROD, NUT"
104898,,"TIGHTENED, SCREW"
104899,BAFFLE SEAL,REATTACHED
104900,INTAKE GASKET,REMOVED & REPLACED
104901,INTAKE GASKETS,REPLACED
104902,GASKET,REMOVED & REPLACED
104903,BAFFLE PLUG,REMOVED & REPLACED
104904,SEAL,INSTALLED
104905,BRACKET,REPLACED
104906,GASKETS,REMOVED & REPLACED
104907,ENGINE BAFFLES,REMOVED
104908,A/C,"STARTED, RAN SMOOTH"
104909,"INSTALLATION, BAFFLES",
104910,ROCKER COVER,
104911,,"TIGHTENED, SCREW"
104912,,INSTALLED
104913,GASKETS,REMOVED & REPLACED
104914,"PROP, A/C",DRESSED
104915,GASKET,REMOVED & REPLACED
104916,GASKET,REPLACED
104917,,REPLACED
104918,GASKET,REPLACED
104919,GASKETS,REMOVED & REPLACED
104920,GASKET,REMOVED & REPLACED
104921,GASKET,REMOVED & REPLACED
104922,"CARD, DATA",REMOVED
104923,"A/C, DISCREP",RAN
104924,GASKET,INSTALLED
104925,,"TIGHTENED, SCREW"
104926,BAFFLE PLUG,INSTALLED
104927,BAFFLE PATCH,INSTALLED
104928,SILICONE,
104929,GASKETS,REPLACED
104930,HOLES,INSTALLED
104931,GASKET,REMOVED & REPLACED
104932,BAFFLE BRACKET,REMOVED & REPLACED
104933,GASKET,REMOVED & REPLACED
104934,,"INSTALLED, SCREW"
104935,"A/C, DUPLICATE",RAN
104936,"ENGINE AGAIN, CK",RAN
104937,IDLE,SPEED & MIXTURE
104938,GASKET,REMOVED & REPLACED
104939,GASKETS,REMOVED & REPLACED
104940,GASKET,REMOVED & REPLACED
104941,GASKETS,REMOVED & REPLACED
104942,GASKET,REMOVED & REPLACED
104943,GASKET,REMOVED & REPLACED
104944,GASKETS,REMOVED & REPLACED
104945,SCREW,INSTALLED
104946,,REMOVED & REPLACED
104947,GASKET,REMOVED & REPLACED
104948,BAFFLE SEAL,REPLACED
104949,,"TIGHTENED, SCREW"
104950,,
104951,BAFFLE PLUG,REPLACED
104952,OIL LEAK TO,
104953,INTAKE GASKET,REMOVED & REPLACED
104954,GASKETS,REMOVED & REPLACED
104955,,TIGHTENED
104956,"PAINT AWAY, AREA",CLEANED
104957,- LIKE MATERIAL,INSTALLED
104958,RINGS,RECEIVED
104959,OIL & FILTER,CHANGED
104960,"ROCKER COVER GASKET, CK",REMOVED & REPLACED
104961,,REVIEWED
104962,EXHAUST & PERFORMED,REMOVED
104963,ROCKER COVERS,REMOVED
104964,COVERS,INSTALLED
104965,GASKET,REPLACED
104966,BAFFLE MOUNT,RESECURED
104967,GASKET,REMOVED & REPLACED
104968,GASKET,REMOVED & REPLACED
104969,VALVES,CLEANED
104970,RTV IN WORN AREAS,INSTALLED
104971,PAINT & INSTALLED,REMOVED
104972,"DIPSTICK TUBE, SCREW",REMOVED
104973,BAFFLE PLUGS,REMOVED & REPLACED
104974,BAFFLE TIE,INSTALLED
104975,GASKETS,REPLACED
104976,CK,
104977,"OPS & LEAK, CK",
104978,BOLT,REMOVED
104979,,REMOVED & REPLACED
104980,CARD,REMOVED
104981,"GROUND, DUPLICATE",
104982,INTAKE GASKET,INSTALLED
104983,HARDWARE,INSTALLED
104984,GASKET,REMOVED & REPLACED
104985,GASKETS,REPLACED
104986,GASKET,INSTALLED
104987,GASKETS,REMOVED & REPLACED
104988,INTAKE GASKETS,REMOVED & REPLACED
104989,,
104990,"BRACKET, BAFFLE",FABRICATED
104991,CLIP,FABRICATED
104992,GASKET,INSTALLED
104993,INTAKE GASKET,REPLACED
104994,INTAKE GASKETS,REPLACED
104995,ROCKER COVER GASKET,REMOVED & REPLACED
104996,BAFFLE PLUGS,REMOVED & REPLACED
104997,GASKET,REMOVED & REPLACED
104998,GASKETS,REMOVED & REPLACED
104999,GASKETS,REMOVED & REPLACED
105000,,"REPLACED, SCREW"
105001,GASKET,INSTALLED
105002,,"INSTALLED, SCREW"
105003,GASKET,REMOVED & REPLACED
105004,GASKETS,REMOVED & REPLACED
105005,,"TIGHTENED, SCREW"
105006,"PAINT & SECURED, BOLT",REMOVED
105007,AREA,INSTALLED
105008,PLUGS,REMOVED & REPLACED
105009,GASKETS,REMOVED & REPLACED
105010,SCREW,INSTALLED
105011,GASKET,REMOVED & REPLACED
105012,,REPLACED
105013,,"TIGHTENED, SCREW"
105014,AREAS,INSTALLED
105015,GASKET,REMOVED & REPLACED
105016,BAFFLE PLUG,REMOVED & REPLACED
105017,,"READ, CARD"
105018,,INSPECTED
105019,,CONTINUED & STARTED
105020,"&, ENGINE, CK",
105021,,REVIEWED
105022,SCREW,INSTALLED
105023,RIVET,"REMOVED, RIVET"
105024,GASKET,REPLACED
105025,GASKETS,REPLACED
105026,,"REPLACED, SCREW"
105027,,INSPECTED
105028,GASKET,REMOVED & REPLACED
105029,SEAL,RESECURED
105030,GASKETS,REMOVED & REPLACED
105031,INTAKE GASKET,REMOVED & REPLACED
105032,GASKET,REPLACED
105033,PLUG,REPLACED
105034,GASKET,REPLACED
105035,CK,
105036,GASKETS,REMOVED & REPLACED
105037,W/ BIGGER RIVET,REPLACED
105038,GASKETS,REMOVED & REPLACED
105039,SCREWS,REMOVED
105040,INTAKE GASKET,REMOVED & REPLACED
105041,"RIVETS, SEAL",TIGHTENED
105042,GASKETS,REMOVED & REPLACED
105043,,REPLACED
105044,BAFFLE MATERIAL,RESECURED
105045,GASKET,REMOVED & REPLACED
105046,ROCKER COVER,"INSTALLED, SCREW"
105047,ROCKER BOX COVER GASKET,INSTALLED
105048,GASKETS,REMOVED & REPLACED
105049,ROCKER COVER GASKET,REPLACED
105050,,CLEANED
105051,GASKET,REPLACED
105052,"UP A/C, CK",RAN
105053,,REMOVED
105054,GROUND,
105055,CK,
105056,GASKETS,REMOVED & REPLACED
105057,GASKET,REMOVED & REPLACED
105058,"A/C, CK",RAN
105059,,"REPLACED, SCREW"
105060,EXHAUST ASSY,"REMOVED, FWD"
105061,,
105062,GASKETS,REMOVED & REPLACED
105063,GASKET,REMOVED & REPLACED
105064,COWL,REMOVED
105065,ACCESSORY CASE,ASSEMBLED
105066,INTAKE GASKETS,REMOVED & REPLACED
105067,,PULLED & ANALYZED
105068,BAFFLE,REMOVED & REPLACED
105069,BOLT,TIGHTENED
105070,INTAKE GASKET,REMOVED & REPLACED
105071,HOSE CLAMPS,TIGHTENED
105072,GASKETS,REMOVED & REPLACED
105073,"SEAL, RIVETS",RESECURED
105074,GASKET,REMOVED & REPLACED
105075,"BAFFLE SEAL, BAFFLE",RIVETED
105076,STANDOFF,REMOVED & REPLACED
105077,GASKETS,REMOVED & REPLACED
105078,,INSTALLED
105079,"RTV TO WORN AREAS & SECURED, SECTION",
105080,,
105081,GROUND,
105082,"A/C, IDLE",RAN
105083,BAFFLE PLUGS,REMOVED & REPLACED
105084,"BOTH, INTAKE GASKETS",REPLACED
105085,GASKET,REMOVED & REPLACED
105086,BAFFLE SEAL,SECURED
105087,GASKET,REMOVED & REPLACED
105088,"UP ENGINE, DISCREP",RAN
105089,CYL,REASSSEMBLED
105090,CK,
105091,"CYL ASSY, CYL ASSY",REMOVED
105092,GASKETS,REMOVED & REPLACED
105093,SNIFFLER VALVES,CLEANED
105094,GASKET,REPLACED
105095,USED TIE WRAP,SECURED
105096,GASKET,REPLACED
105097,INTAKE GASKET,INSTALLED
105098,"RIVETED PATCH & REPLACED, BAFFLE PLUGS",INSTALLED
105099,GASKET,REMOVED & REPLACED
105100,GASKETS,REMOVED & REPLACED
105101,GASKET,REMOVED & REPLACED
105102,DATA CARD,REMOVED
105103,GASKET,REMOVED & REPLACED
105104,,
105105,PATCH,INSTALLED
105106,W/ RIVETS IN 4,SECURED
105107,GASKET,REMOVED & REPLACED
105108,GASKET,REPLACED
105109,GASKET,REPLACED
105110,,
105111,INTAKE GASKETS,REMOVED & REPLACED
105112,IMPELLER,CLEANED
105113,"DATA CARD & REVIEWED, INFORMATION",REMOVED
105114,BAFFLE SEAL,"REMOVED, TORN"
105115,GASKET,REMOVED & REPLACED
105116,SEALS,MADE
105117,GASKET,REMOVED & REPLACED
105118,BAFFLE TIE ROD,INSTALLED
105119,OIL RETURN LINE,REPOSITIONED & TIGHTENED
105120,"GASKET, CK",REMOVED & REPLACED
105121,BAFFLE,SEALED
105122,GASKET,REMOVED & REPLACED
105123,A/C,RAN
105124,,
105125,HOLE & INSTALLED,DRILLED
105126,GASKET,REMOVED & REPLACED
105127,GASKETS,REMOVED & REPLACED
105128,BAFFLE PLUGS,REMOVED & REPLACED
105129,GASKET,REMOVED & REPLACED
105130,GASKET,REMOVED & REPLACED
105131,,
105132,GASKET,REMOVED & REPLACED
105133,,ADJUSTED
105134,GASKET,REMOVED & REPLACED
105135,GASKETS,REMOVED & REPLACED
105136,BAFFLE SEAL,RESECURED
105137,DUPLICATE,
105138,"A/C, CK",RAN
105139,"ENGINE, A/C","REMOVED, RAN"
105140,"OIL SUMP, GASKET, OIL SUMP",REMOVED
105141,GASKET,REMOVED & REPLACED
105142,CARD,INSPECTED
105143,,
105144,,
105145,,
105146,INTAKE GASKETS,REMOVED & REPLACED
105147,"OPS & LEAK, CK",
105148,HARDWARE & ATTACHING,REMOVED
105149,,"REATTACHED, WEATHER"
105150,,
105151,INTAKE GASKET,INSTALLED
105152,ROCKER BOX GASKET,REPLACED
105153,"CYL, BAFFLE, DAMAGED FASTENERS &",REMOVED
105154,INTAKE GASKET,REMOVED & REPLACED
105155,,"REPLACED, SCREW"
105156,GASKET,REMOVED & REPLACED
105157,GASKET,REMOVED & REPLACED
105158,A/C,RAN
105159,GASKET,REMOVED & REPLACED
105160,,"REPLACED, TIE ROD"
105161,BAFFLE OF LIKE MATERIAL,FABRICATED
105162,BAFFLE,REPAIRED
105163,BAFFLE,"REINSTALLED, REPAIRED"
105164,BAFFLE (,REMOVED
105165,BAFFLE SEAL,INSTALLED
105166,BAFFLE,"REMOVED, RIVETS & REINSTALLED"
105167,GASKETS,REMOVED & REPLACED
105168,,
105169,,"ADJUSTED, TIE ROD"
105170,INTAKE GASKET,REMOVED & REPLACED
105171,STANDOFF,REMOVED & REPLACED
105172,GASKET,REMOVED & REPLACED
105173,CK,
105174,"DUPLICATE, DISCREP",COULD
105175,PUSH,"INSTALLED, ROD TUBE"
105176,,
105177,INTAKE GASKETS,REPLACED
105178,GASKET,REMOVED & REPLACED
105179,"ENGINE, BAFFLE, SCREWS","REMOVED, TIGHTENED, REINSTALLED"
105180,GASKET,REMOVED & REPLACED
105181,SNIFFLER VALVES,CLEANED
105182,ENGINE,REMOVED & REPLACED
105183,OIL PSI SENDER GROUND,RECONNECTED
105184,BAFFLE PLUGS,REPLACED
105185,"BAFFLE SEAL, BAFFLE",RIVETED
105186,GASKETS,REMOVED & REPLACED
105187,BOTH GASKETS,REPLACED
105188,GASKET,REMOVED & REPLACED
105189,GASKETS,REMOVED & REPLACED
105190,GASKET,REMOVED & REPLACED
105191,BAFFLE TIE,REMOVED & REPLACED
105192,BRACKET,REMOVED & REPLACED
105193,"PORTION, BAFFLE",DRILLED
105194,"PATCH, BAFFLE & RIVET",FABRICATED
105195,GASKET,REMOVED & REPLACED
105196,GASKET,REMOVED & REPLACED
105197,,"RESECURED, SCREW"
105198,"GROUND, A/C",
105199,OIL PAN,SEECURED
105200,"BAFFLE SEAL, RIVETS",SECURED
