IDENT,PROBLEM,PROBLEM_TYPE,LOCATION,PROBLEM_PART,TAGGEDPROBLEM,EFFECT,ACTION,ACTION_TYPE,INSTALL/REPLACE WITH,ACTION_PART,TAGGEDACTION,CAUSE
105190,R/H ENGINE #3 INTAKE TUBE GASKET LEAKING.,OK,R/H ENGINE #3,INTAKE TUBE GASKET,LEAKING,,REMOVED & REPLACED WITH NEW GASKET.,,NEW,GASKET,REMOVED & REPLACED,
105191,BAFFLE WIRE BROKEN.,OK,,BAFFLE WIRE,BROKEN,,REMOVED & REPLACED BAFFLE TIE.,,,BAFFLE TIE,REMOVED & REPLACED,
105192,"BRACKET FOR BAFFLE, BEHIND OIL TUBE, CRACKED.",OK,BEHIND OIL TUBE,BAFFLE BRACKET,CRACKED,,REMOVED & REPLACED BRACKET.,,,BRACKET,REMOVED & REPLACED,
105193,#4 CYLINDER AFT BAFFLE CRACKED.,OK,#4 CYLINDER AFT,BAFFLE,CRACKED,,DRILLED OFF CRACKED PORTION OF BAFFLE. FABRICATED PIECE,,,"BAFFLE, PIECE","DRILLED OFF, FABRICATED",
105194,#3 CYLINDER SIDE & AFT BAFFLES CRACKED.,OK,#3 CYLINDER SIDE & AFT,BAFFLES,CRACKED,,FABRICATED PATCH OF LIKE MATERIAL ON AFT BAFFLE & RIVET,,LIKE MATERIAL,AFT BAFFLE,FABRICATED PATCH & RIVET,
105195,#4 INTAKE LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105196,#1 ROCKER COVER LEAKING.,OK,#1,ROCKER COVER,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105197,R/H AFT BAFFLE SCREW LOOSE.,OK,R/H AFT,BAFFLE SCREW,LOOSE,,RESECURED SCREW.,,,SCREW,RESECURED,
105198,DURING CLIMB OUT THE ENGINE RAN ROUGH. SPUTTERING WAS ALSO N,OK,ENGINE,,ROUGH,,"PERFORMED GROUND RUN OF A/C, NO DEFECTS FOUND. INSPECTE",,,A/C,"GROUND RUN , INSPECTED",
105199,L/H ENGINE #4 CYLINDER BAFFLE WIRE STANDOFF BROKEN.,OK,L/H ENGINE #4 CYLINDER,BAFFLE WIRE STANDOFF,BROKEN,,SEECURED WIRES TO OIL PAN.,,,WIRES,SECURED,
105200,#2 CYLINDER ON L/H ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,OK,#2 CYLINDER ON L/H ENGINE,BAFFLE SEAL,NEED PROBLEM,,SECURED BAFFLE SEAL WITH POP RIVETS.,,,BAFFLE SEAL,SECURED,
105201,#4 ROCKER COVER GASKET LEAKING ON L/H ENGINE.,OK,#4 ON L/H ENGINE,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED WITH NEW SILICONE GASKET.,,NEW SILICONE,GASKET,REMOVED & REPLACED,
105202,#4 INTAKE GASKET LEAKING ON L/H ENGINE.,OK,#4 ON L/H ENGINE,INTAKE GASKET,LEAKING,,REMOVED & REPLACED WITH NEW INTAKE GASKET. FOUND PRIMER L,,NEW,INTAKE GASKET,REMOVED & REPLACED,
105203,#1 CYLINDER BAFFLE SEAL NEEDS TO BE REPLACED ON L/H ENGINE.,OK,#1 CYLINDER ON L/H ENGINE,BAFFLE SEAL,NEED PROBLEM,,REMOVED OLD SEAL & INSTALLED NEW SEAL.,,NEW,SEAL,REMOVED & INSTALLED,
105204,COWL SEAL MISSING/LOOSE ON LOWER R/H ENGINE.,OK,LOWER R/H ENGINE,COWL SEAL,MISSING/LOOSE,,REGLUED IN POSITION.,,,,REGLUED,
105205,#2 INTAKE GASKET IS LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105206,R/H ENGINE CARBURETOR HEAT BOX ARM LOOSE.,OK,R/H ENGINE,CARBURETOR HEAT BOX ARM,LOOSE,,RESECURED CARBURETOR HEAT BOX ARM.,,,CARBURETOR HEAT BOX ARM,RESECURED,
105207,CARBURETOR INLET GASKETS LEAKING ON BOTH ENGINES.,OK,BOTH ENGINES,CARBURETOR INLET GASKETS,LEAKING,,REMOVED & REPLACED L/H GASKET.,,,GASKET,REMOVED & REPLACED,
105208,CARBURETOR INLET GASKETS LEAKING ON BOTH ENGINES.,OK,BOTH ENGINES,CARBURETOR INLET GASKETS,LEAKING,,REMOVED & REPLACED R/H GASKET.,,,GASKET,REMOVED & REPLACED,
105209,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105210,L/H INNER ENGINE BAFFLE TIE IS DISCONNECTED.,OK,L/H INNER ENGINE,BAFFLE TIE,DISCONNECTED,,RECONNECTED BAFFLE TIE.,,,BAFFLE TIE,RECONNECTED,
105211,#4 INTAKE GASKET IS LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REPLACED GASKETS. LEAK CHECK GOOD.,,,"GASKETS, LEAK","REPLACED, CHECK",
105212,"BAFFLE PLUGS ARE LOOSE, PATCHES ARE NEEDED.",OK,,BAFFLE PLUG,LOOSE,,INSTALLED BAFFLE PATCHES.,,,BAFFLE PATCHES,INSTALLED,
105213,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
105214,"ENGINE RAN ROUGH AFTER START UP, WITH GAINS & DROPS OF ABOUT 8",OK,ENGINE,,"ROUGH , DROP",,"PERFORMED GROUND RUN, OPS CHECK GOOD. NO DEFECTS NOTED.",,,OPS,"GROUND RUN , CHECK",
105215,#3 & 4 INTAKES LEAKING.,OK,#3 & 4,INTAKES,LEAKING,,REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REPLACED,
105216,IDLE LOW.,DIFFICULT,,,,,"PERFORMED SEASONAL ADJUSTMENT, OPS GOOD.",,,"SEASONAL , OPS",ADJUSTMENT,
105217,DURING POST FLIGHT FOUND OIL ON INTAKE PIPES.,OK,INTAKE PIPES,OIL,FOUND,,"CLEANED OIL, RAN A/C, NO LEAKS NOTED. FOUND OIL TO BE R",,,"OIL, A/C","CLEANED, RAN",
105218,L/H ENGINE #2 INTAKE GASKET LEAKING.,OK,L/H ENGINE #2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
105219,R/H ENGINE #4 INTAKE GASKET LEAKING.,OK,R/H ENGINE #4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
105220,R/H ENGINE #3 ROCKER COVER GASKET LEAKING.,OK,R/H ENGINE #3,ROCKER COVER GASKET,LEAKING,,"REMOVED COVER, FOUND DEBRIS UNDER SILICONE GASKET. CLEA",,,"COVER , SILICONE GASKET","REMOVED, FOUND , CLEA",DEBRIS UNDER SILICONE GASKET
105221,OIL LEAK ABOVE L/H MAG.,OK,ABOVE L/H MAG,OIL,LEAK,,LEAK CHECK GOOD.,,,LEAK,CHECK,
105222,BOTH OIL COOLERS DIRTY.,OK,BOTH,OIL COOLERS,DIRTY,,CLEANED OIL COOLERS.,,,OIL COOLERS,CLEANED,
105223,SNIFFLER VALVES DIRTY.,OK,,SNIFFLER VALVES,DIRTY,,CLEANED SNIFFLER VALVES.,,,SNIFFLER VALVES,CLEANED,
105224,OIL LEAK ABOVE L/H MAG.,OK,ABOVE L/H MAG,OIL,LEAK,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105225,#1 & 4 INTAKES HAVE EVIDENCE OF LEAKING.,OK,#1 & 4,INTAKES,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105226,ROUGH ENGINE ON TAKE OFF,OK,ENGINE,,ROUGH,,RAN UP TO CHECK FOR ROUGH RUNNING AFTER TAKE OFF. MAGS CHECK,,,"ENGINE,MAGS","RAN , CHECK",
105227,ROUGH ENGINE ON TAKE OFF,OK,ENGINE,,ROUGH,,FOR BILLING PURPOSES ONLY,,,,,
105228,ENGINE IDLE SPEED 1650 RPM.,OK,ENGINE,,RPM,,ADJUSTED IDLE.,,,IDLE,ADJUSTED,
105229,BAFFLE PLUGS ARE LOOSE.,OK,,BAFFLE PLUGS,LOOSE,,INSTALLED BAFFLE PLUG PATCHES & NEW PLUGS.,,NEW,"BAFFLE PLUG PATCHES, PLUGS",INSTALLED,
105230,#4 INTAKE LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105231,OIL COOLER IS DIRTY.,OK,,OIL COOLER,DIRTY,,CLEANED OIL COOLER.,,,OIL COOLER,CLEANED,
105232,#1 & 4 INTAKES LEAKING ON R/H ENGINE.,OK,#1 & 4 ON R/H ENGINE,INTAKES,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105233,"INTAKES #2, 3 & 4 LEAKING ON L/H ENGINE.",OK,"#2, 3 & 4 ON L/H ENGINE",INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
105234,R/H AIR INTAKE HOSE NOT HOOKED UP.,OK,R/H,AIR INTAKE HOSE,NOT HOOKED UP,,"REINSTALLED SCAT TUBING, TIGHTENED CLAMP.",,,"SCAT TUBING, CLAMP","REINSTALLED, TIGHTENED",
105235,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105236,BAFFLE SEAL ABOVE #3 CYLINDER LOOSE.,OK,ABOVE #3 CYLINDER,BAFFLE SEAL,LOOSE,,RESECURED BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
105237,L/H AFT STAND OFF BROKEN.,OK,L/H AFT,STAND OFF,BROKEN,,REPLACED STAND OFF.,,,STAND OFF,REPLACED,
105238,INNER BAFFLE TIE DISCONNECTED.,OK,,BAFFLE TIE,DISCONNECTED,,REATTACHED BAFFLE TIE.,,,BAFFLE TIE,REATTACHED,
105239,#2 & 3 ROCKER COVERS LEAKING.,OK,#2 & 3,ROCKER COVERS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105240,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105241,R/H AFT BAFFLE BRACKET HAS BROKEN RIVETS.,OK,R/H AFT,BAFFLE BRACKET RIVETS,BROKEN,,REMOVED BAFFLE. REMOVED & REPLACED DAMAGED RIVETS. REIN,,,"BAFFLE , RIVETS","REMOVED , REMOVED & REPLACED",
105242,#3 CYLINDER ROCKER COVER MISSING SCREW.,OK,#3 CYLINDER,ROCKER COVER SCREW,MISSING,,INSTALLED MISSING SCREW.,,,SCREW,INSTALLED,
105243,ROUGH ENGINE,OK,ENGINE,,ROUGH,,FOR BILLING PURPOSES ONLY,,,,,
105244,ROUGH ENGINE,OK,ENGINE,,ROUGH,,REMOVED ENGINE CYLINDER TOP & BOTTM SPARK PLUGS. CLEANED &,,,"ENGINE CYLINDER TOP SPARK PLUGS, ENGINE CYLINDER BOTTM SPARK PLUGS","REMOVED, CLEANED",
105245,"#4 INTAKE LEAKING, L/H ENG.",OK,"#4 INTAKE, L/H ENG",INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105246,R/H ENGINE #2 CYLINDER INTAKE GASKET LEAKING.,OK,R/H ENGINE #2 CYLINDER,INTAKE GASKET,LEAKING,,INSTALLED NEW GASKET.,,NEW,GASKET,INSTALLED,
105247,"AFTER START UP, ENGINE DIED.",OK,ENGINE,,DIED,,"RAN UP & WARMED UP ENGINE, NO DEFECTS NOTED. OPS CHECK",,,"ENGINE , OPS","RAN UP & WARMED UP , CHECK",
105248,R/H ENGINE BACKBONE BOLT LEAKS A LITTLE OIL.,OK,R/H ENGINE,BACKBONE BOLT,LEAKS,,LEAK CHECK GOOD.,,,LEAK,CHECK,
105249,"R/H ENGINE #1, 2 INTAKES LEAKING.",OK,"R/H ENGINE #1, 2",INTAKES,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105250,R/H ENGINE #4 ROCKER COVER LEAKING.,OK,R/H ENGINE #4,ROCKER COVER,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105251,R/H ENGINE BACKBONE BOLT LEAKS A LITTLE OIL.,OK,R/H ENGINE,BACKBONE BOLT,LEAKS,,CLEANED OUT & INSTALLED SEALANT.,,,SEALANT,CLEANED & INSTALLED,
105252,#3 CYLINDER HAS LOW COMPRESSION.,OK,#3 CYLINDER,,COMPRESSION,,OIL HAS BEEN DRAINED.,,,OIL,DRAINED,
105253,#3 CYLINDER HAS LOW COMPRESSION.,OK,#3 CYLINDER,,COMPRESSION,,OPS & LEAK CHECK GOOD. REMOVED & REPLACED PUSH ROD. REMOVE,,,"OPS & LEAK, PUSH ROD","CHECK , REMOVED & REPLACED",
105254,#3 CYLINDER HAS LOW COMPRESSION.,OK,#3 CYLINDER,,COMPRESSION,,REMOVED CYLINDER. TRANSFERRED INJECTOR & CHT PROBE TO O,,,"CYLINDER, INJECTOR & CHT PROBE","REMOVED, TRANSFERRED",
105255,ANY INCREASE IN THROTTLE WOULD CAUSE SPUTTER & DROP IN RPM.,OK,,RPM,SPUTTER & DROP,,PERFORMED GROUND RUN WITH ENGINE AT OPERATING TEMP. ALL E,,,,GROUND RUN,
105256,#4 INTAKE GASKET LEAKS.,OK,#4,INTAKE GASKET,LEAKS,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105257,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,INSTALLED NEW GASKET.,,NEW,GASKET,INSTALLED,
105258,AFTER STORAGE RUN NEEDED.,DIFFICULT,,,,,"RAN A/C, ALL CHECKS GOOD.",,,A/C,RAN,
105259,#2 CYLINDER COMPRESSION LOW.,OK,#2 CYLINDER,,COMPRESSION,,RUN UP & LEAK CHECK GOOD.,,,LEAK,"RUN , CHECK",
105260,"BAFFLE TIE ROD IN BETWEEN #1 & 3 CYL, NOT HOOOKED UP.",OK,IN BETWEEN #1 & 3 CYL,BAFFLE TIE ROD,NOT HOOKED,,INSTALLED BAFFLE ROD.,,,BAFFLE ROD,INSTALLED,
105261,#2 CYLINDER COMPRESSION LOW.,OK,#2 CYLINDER,,COMPRESSION,,REMOVED BAFFLING FOR #2 CYLINDER & ATTACHING PARTS. REMOVED,,,"BAFFLING, ATTACHING PARTS",REMOVED,
105262,"R/H ENG, R/H AFT ENGINE BAFFLE CRACKED.",OK,"R/H ENG, R/H AFT ENGINE",BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
105263,L/H ENGINE #3 & 4 INTAKE TUBE GASKETS LEAKING.,OK,L/H ENGINE #3 & 4,INTAKE TUBE GASKETS,LEAKING,,INSTALLED NEW GASKETS.,,NEW,GASKETS,INSTALLED,
105264,R/H ENGINE #3 INTAKE TUBE GASKET LEAKING.,OK,R/H ENGINE #3,INTAKE TUBE GASKET,LEAKING,,REMOVED & REPLACED GASKET WITH NEW.,,NEW,GASKET,REMOVED & REPLACED,
105265,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED WITH NEW GASKET.,,NEW,GASKET,REMOVED & REPLACED,
105266,R/H ENGINE #1 INTAKE IS LEAKING.,OK,R/H ENGINE #1,INTAKE,LEAKING,,REMOVED & REPLACED GASKET WITH NEW.,,NEW,GASKET,REMOVED & REPLACED,
105267,#3 & 4 L/H ROCKER COVERS ARE LEAKING.,OK,#3 & 4 L/H,ROCKER COVERS,LEAKING,,REMOVED & REPLACED GASKETS WITH NEW.,,NEW,GASKETS,REMOVED & REPLACED,
105268,#2 CYLINDER VALVE STICKING.,OK,#2 CYLINDER,VALVE,STICKING,,"RAN A/C, OPS & LEAK CHECK GOOD. COWLED A/C.",,,"A/C, OPS & LEAK, A/C","RAN , CHECK , COWLED",
105269,#2 CYLINDER VALVE STICKING.,OK,#2 CYLINDER,VALVE,STICKING,,REMOVED #2 CYLINDER TOP PLUG & FOUND VALVE CONTACTED PISTON.,,,"CYLINDER TOP PLUG, VALVE","REMOVED, FOUND",VALVE CONTACTED PISTON
105270,#2 CYLINDER VALVE STICKING.,OK,#2 CYLINDER,VALVE,STICKING,,"REMOVED #2 CYLINDER BAFFLING, INTAKE, EXHAUST & OIL RETURN T",,,"BAFFLING, INTAKE, EXHAUST, OIL RETURN",REMOVED,
105271,"DURING CLIMB OUT, L/H ENGINE SHUTTERED 3 TIMES. EACH TIME RP",OK,L/H ENGINE,,SHUTTERED,,"RAN A/C, COULD NOT DUPLICATE. ALL CHECKS GOOD.",,,A/C,RAN,
105272,#2 BAFFLE SEAL LOOSE.,OK,#2,BAFFLE SEAL,LOOSE,,REMOVED RIVET & REPLACED WITH SCREW & LOCK NUT.,,,"RIVET, SCREW & LOCK NUT","REMOVED, REPLACED",
105273,BAFFLE PLUG IS BROKEN.,OK,,BAFFLE PLUG,BROKEN,,REMOVED & REPLACED BAFFLE PLUG.,,,BAFFLE PLUG,REMOVED & REPLACED,
105274,BAFFLE SEAL ON #1 CYLINDER NEEDS TO BE SECURED.,OK,#1 CYLINDER,BAFFLE SEAL,NEED PROBLEM,,SECURED BAFFLE SEAL WITH NEW RIVETS.,,NEW,"BAFFLE SEAL, RIVETS",SECURED,
105275,#3 INTAKE LEAKING.,OK,#3,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105276,FORWARD BAFFLE CRACKED UNDER THE ALTERNATOR.,OK,FORWARD,BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
105277,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,OK,R/H REAR ENGINE,BAFFLE MOUNT,LOOSE,,INSTALLED NEW SCREWS & NUT TO SECURE BAFFLE MOUNT.,,NEW,SCREWS & NUT,INSTALLED,
105278,#4 INTAKE LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105279,"WHEN CLIMBING, HEARD ENGINE WITH SOME NOISE. ENGINE MADE A THU",OK,ENGINE,,NOISE,,"INSPECTED ENGINE, NO DEFECTS. RAN A/C, ALL SYSTEMS W/IN",,,"ENGINE,A/C,SYSTEMS","INSPECTED,RAN",
105280,R/H REAR ENGINE BAFFLE SCREW LOOSE.,OK,R/H REAR ENGINE,BAFFLE SCREW,LOOSE,,TIGHTENED SCREW.,,,SCREW,TIGHTENED,
105281,#2 INTAKE TUBE LEAKING.,OK,#2,INTAKE TUBE,LEAKING,,REMOVED & REPLACED WITH NEW GASKET.,,NEW,GASKET,REMOVED & REPLACED,
105282,"AFTER ENGINE & ROTOR RUN UP, RPM DROPPED 250 & CONTINUED TO",OK,ENGINE & ROTOR,RPM,DROP,,"COMPLETED ASSEMBLY OF ENGINE. RAN UP ENGINE, OPS & LEAK CHECK",,,"ENGINE, ENGINE, OPS & LEAK","COMPLETED ASSEMBLY , RAN ,  CHECK",
105283,"AFTER ENGINE & ROTOR RUN UP, RPM DROPPED 250 & CONTINUED TO",OK,ENGINE & ROTOR,RPM,DROP,,"PERFORMED LYCOMING , FOUND #2, 4 EXHAUST VALVE G",,,,,
105284,"R/H ENGINE BAFFLE SEAL LOOSE, ABOVE #4 CYLINDER.",OK,"R/H ENGINE, ABOVE #4 CYLINDER",BAFFLE SEAL,LOOSE,,RESECURED BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
105285,"L/H ENG, CYLINDER #2 INTAKE GASKET IS LEAKING.",OK,"L/H ENG, CYLINDER #2",INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET WITH NEW.,,NEW,GASKET,REMOVED & REPLACED,
105286,#1 & 4 INTAKES LEAKING.,OK,#1 & 4,INTAKES,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105287,BLACK FORWARD LOWER ENGINE SEAL WORN AT AIR INTAKE FILTER.,OK,BLACK FORWARD LOWER ENGINE,SEAL,WORN,,APPLIED RTV TO FORWARD LOWER BAFFLE SEAL.,,,BAFFLE SEAL,APPLIED,
105288,R/H ENGINE #1 INTAKE IS LEAKING.,OK,R/H ENGINE #1,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105289,#4 INTAKE GASKET LEAKS.,OK,#4,INTAKE GASKET,LEAKS,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105290,#3 INTAKE TUBE GASKET LEAKING.,OK,#3,INTAKE TUBE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET WITH NEW.,,NEW,INTAKE GASKET,REMOVED & REPLACED,
105291,#4 CYLINDER BAFFLE PLUG TABS BROKEN.,OK,#4 CYLINDER,BAFFLE PLUG TABS,BROKEN,,REMOVED & REPLACED PLUG.,,,PLUG,REMOVED & REPLACED,
105292,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED PLUGS.,,,PLUGS,REMOVED & REPLACED,
105293,A/C NEEDS AFTER STORAGE RUN.,OK,A/C,,NEED PROBLEM,,"RAN A/C, ALL CHECKS GOOD.",,,A/C,RAN,
105294,A/C AFTER STORAGE RUN NEEDED.,OK,A/C,,NEED PROBLEM,,"RAN A/C, ALL CHECKS GOOD.",,,A/C,RAN,
105295,"DURING FLIGHT, HIGH OIL PSI OCCURRED. WHEN EXERCISE PROP, OI",OK,,OIL,PSI,,"RAN A/C, OPS CHECK GOOD.",,,"A/C , OPS","RAN, CHECK",
105296,R/H ENGINE #4 AFT BAFFLE SEAL LOOSE.,OK,R/H ENGINE #4 AFT,BAFFLE SEAL,LOOSE,,INSTALLED WASHER & RIVET.,,,"WASHER, RIVET",INSTALLED,
105297,R/H ENGINE #1 SIDE BAFFLE SEAL WORN.,OK,R/H ENGINE #1 SIDE,BAFFLE SEAL,WORN,,REMOVED & REPLACED BAFFLE SEAL WITH NEW.,,NEW,BAFFLE SEAL,REMOVED & REPLACED,
105298,BAFFLE PLUGS WORN.,OK,,BAFFLE PLUGS,WORN,,REMOVED & REPLACED PLUGS.,,,PLUGS,REMOVED & REPLACED,
105299,ALTERNATE AIR DOOR SPRING IS WEAK.,OK,,ALTERNATE AIR DOOR SPRING,WEAK,,REPLACED AIR INTAKE ASSY.,,REPLACED,AIR INTAKE ASSY,REPLACED,
105300,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
105301,BAFFLE PLUGS WORN.,OK,,BAFFLE PLUGS,WORN,,REMOVED & REPLACED BOTH BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
105302,"#4 INTAKE LEAKING, R/H ENG.",OK,"#4, R/H ENG",INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105303,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXHAUST,OK,#3 CYLINDER,EXHUAST AIR ,LEAKING,COMPRESSION ,BEGAN REPLACEMENT OF CYLINDER. REPLACED OLD CYLINDER WITH,,OLD,CYLINDER,REPLACEMENT & REPLACED,
105304,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXHAUST,OK,#3 CYLINDER,EXHUAST AIR ,LEAKING,COMPRESSION ,CHASED THREADS ON INTAKE PORT TO CLEAN THREADS. INSTALL,,,THREADS,CHASED & CLEANED & INSTALLED,
105305,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105306,#2 & 4 INTAKES LEAKING.,OK,#2 & 4,INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
105307,L/H ENGINE #3 CYLINDER COMPRESSION LOW.,OK,L/H ENGINE #3 CYLINDER,,COMPRESSION,,"RAN UP ENGINE, OPS & LEAK CHECK GOOD.",,,"ENGINE, OPS & LEAK","RAN , CHECK",
105308,L/H ENGINE #3 CYLINDER COMPRESSION LOW.,OK,L/H ENGINE #3 CYLINDER,,COMPRESSION,,REMOVED #3 CYLINDER BAFFLING & CONNECTING COMPONENTS AND HAR,,,"CYLINDER BAFFLING, CONNECTING COMPONENTS",REMOVED,
105309,#3 INTAKE LEAKING.,OK,#3,INTAKE,LEAKING,,REMOVED & REPLACED WITH NEW GASKET.,,NEW,GASKET,REMOVED & REPLACED,
105310,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
105311,"DURING FLIGHT, ENGINE RPM WAS 2740 FOR 3 SECONDS.",OK,ENGINE,,RPM,,"REMOVED SD CARD & C/W LYCOMING , OVERSPEED CONSI",,,SD CARD,REMOVED,
105312,LOW COMPRESSION ON #3 CYLINDER.,OK,#3 CYLINDER,,COMPRESSION,,"STAKED VALVE, COMPRESSION CAME UP TO 72/80.",,,VALVE,STAKED,
105313,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
105314,LARGE POOL OF OIL UNDER ENGINE. OIL HAS BEEN ADDED LAST 2 DA,OK,UNDER ENGINE,OIL,POOL,,"RAN A/C, NO LEAKS NOTED. OBSERVED A/C FOR SEVERAL HOURS",,,A/C,"RAN, OBSERVED",
105315,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,OK,#3 & 4 CYLINDER,INTAKE TUBE INSERTS,LOOSE,,REMOVED INTAKE TUBES.,,,INTAKE TUBES,REMOVED,
105316,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,OK,#3 & 4 CYLINDER,INTAKE TUBE INSERTS,LOOSE,,RESWAGED INTAKE TUBE INSERTS.,,,INTAKE TUBE INSERTS,RESWAGED,
105317,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,OK,#3 & 4 CYLINDER,INTAKE TUBE INSERTS,LOOSE,,"INSTALLED #3 & 4 INTAKE TUBES WITH NEW GASKETS. RAN A/C,",,NEW,"INTAKE TUBES, GASKETS, A/C","INSTALLED, RAN",
105318,L/H ENGINE #2 CYLINDER INTAKE GASKET LEAKING.,OK,L/H ENGINE #2 CYLINDER,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105319,REACHED 2720 RPM FOR ABOUT 2 SECONDS.,OK,,,RPM,,REMOVED SD CARD & FOUND MAX RPM TO BE LESS THAN 5% RATE,,,"SD CARD , RPM","REMOVED , FOUND",MAX RPM TO BE LESS THAN 5% RATE
105320,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYLINDER",OK,ENGINE CYLINDER,,VIBRATION,,INSPECTED & FOUND #4 PISTON SMILED NEAR EXHAUST VALVE.,,,PISTON,INSPECTED & FOUND,#4 PISTON SMILED NEAR EXHAUST VALVE
